Birdname,Species,Sex,Birthday,Uncertainty,Cage,Father,Mother,Date of death,Cause of death,Comment,Reserved
o7r8,ZF,M,4/1/2009,7,,,,9/30/2009,End of Exp.,"bought from qualipet on July 13th 2009, michael",FALSE
o8k-y6,ZF,M,1/5/2006,0,,yellow6,,1/22/2008,End of Exp.,Song: A-B-B-C. Reserved by Claude.,FALSE
o8o-s3k,ZF,F,6/2/2006,0,,s3k-y8,g1k,10/6/2006,NE,,FALSE
o8p-y8,ZF,F,10/31/2006,0,KU,yellow8,g5k,,,,FALSE
o8r1,ZF,F,7/7/2007,5,,red11,p3o-sb,9/21/2007,End of Exp.,,FALSE
o8r10,ZF,M,8/6/2009,7,R-quarantine,,,,,"bought from Erika Bolliger on November 6th 09, michael",FALSE
o8r2,ZF,F,8/29/2007,8,,s17o,green10,11/1/2007,Given away,Given away to Johanna,FALSE
o8r3,ZF,F,12/9/2007,2,,b8o-p11k,s13p-yellow8,,,"bird is missing in cage on June 15, 2009, michael",FALSE
o8r4,ZF,M,4/14/2008,6,,b8o-p11k,s13p-yellow8,9/14/2008,End of Exp.,,FALSE
o8r5,ZF,F,7/7/2008,1,M7,r3p-r19o,s11p-yellow8,,,,FALSE
o8r6,ZF,M,10/17/2008,2,,p17r2,b13r4,3/6/2009,End of Exp.,,FALSE
o8r7,ZF,M,1/21/2009,3,,b15r5,o5r5,7/30/2009,End of Exp.,Found in KM on 20 June 2009. - Janie,FALSE
o8r8,ZF,M,4/1/2009,7,O5,,,,,"bought from qualipet on July 13th 2009, michael",FALSE
o9o10,ZF,F,4/12/2007,4,,b8o-p11k,r2b-o3,8/21/2008,NE,euthanized,FALSE
o9o-s3k,ZF,F,6/2/2006,0,,s3k-y8,g1k,10/6/2006,NE,,FALSE
o9p-y8,ZF,M,10/30/2006,0,,yellow8,g5k,2/15/2007,End of Exp.,,FALSE
o9r1,ZF,F,7/7/2007,5,,red11,p3o-sb,11/1/2007,Given away,Given away to Johanna,FALSE
o9r2,ZF,M,8/29/2007,8,,s17o,green10,11/1/2007,Given away,Given away to Johanna,FALSE
o9r3,ZF,F,12/9/2007,2,,b8o-p11k,s13p-yellow8,6/9/2008,Given away,Given away to Johanna on 09.06.08,FALSE
o9r4,ZF,F,4/19/2008,5,,silver15,o8p-y8,8/21/2008,NE,euthanized,FALSE
o9r5,ZF,M,7/7/2008,1,,r3p-r19o,s11p-yellow8,10/6/2008,End of Exp.,,FALSE
o9r6,ZF,F,10/17/2008,2,FJ8,p17r2,b13r4,,,,FALSE
o9r7,BF,,1/14/2009,7,A,,,,,,FALSE
orange16,ZF,F,,0,,,,11/1/2008,NE,has 2 rings (green018ch) Show girl.,FALSE
orange3,ZF,M,,0,,,,,,missing,FALSE
p10k-y1,ZF,F,10/11/2005,0,,yellow1,,2/16/2007,Given away,Given Away to Marianne,FALSE
p10o-s3k,ZF,M,8/7/2006,0,,s3k-y8,g1k,2/9/2007,End of Exp.,,FALSE
p10p,BF,,,0,A,,,,,"Found in cage A on 25 Aug, 2009 - Janie",FALSE
p10p-s18o,ZF,M,2/8/2007,7,,s18o,orange16,5/16/2007,End of Exp.,,FALSE
p10r1,ZF,F,8/27/2007,2,,y7o-r16,purple16,11/1/2007,Given away,Given away to Johanna,FALSE
p10r2,ZF,F,11/17/2007,1,,s20o-yellow20,p19k-o3,3/20/2009,NE,,FALSE
p10r4,ZF,F,5/14/2008,2,,g9r1,b4p-red11,8/21/2008,NE,euthanized,FALSE
p10r5,ZF,F,9/18/2008,4,R7,b14r4,o12r3,,,michel - DOR - 6.Nov.2009 - perfusion practice,TRUE
p10r6,ZF,M,10/17/2008,4,,b10r3,b11r2,10/1/2009,End of Exp.,,FALSE
p10r7,ZF,M,1/19/2009,3,,b14r4,o12r3,5/19/2009,End of Exp.,,FALSE
p10r8,ZF,M,7/12/2009,8,2O4,r7p1,p13r5,,,,FALSE
p11k-ch900,ZF,M,11/7/2005,0,,,,,Perished,in IS4 and IS1 as tutor. Did not entred in the database when I changed between IS1 and 4.,FALSE
p11o-r9k,ZF,F,8/11/2006,2,,r9k-s17,p8k,2/16/2007,Given away,Born in the small food box. Given Away to Marianne,FALSE
p11r1,ZF,M,8/17/2007,7,,red11,p3o-sb,12/3/2007,End of Exp.,,FALSE
p11r2,ZF,F,11/10/2007,2,,red11,p3o-sb,5/26/2008,End of Exp.,,FALSE
p11-r3,BF,M,1/1/2007,0,,,,8/11/2008,NE,,FALSE
p11r4,ZF,M,5/14/2008,2,,g9r1,b4p-red11,9/22/2008,End of Exp.,reserved for Janie,FALSE
p11r5,ZF,M,9/18/2008,4,,b14r4,o12r3,7/7/2009,End of Exp.,Found in KM on 20 June 2009. - Janie,FALSE
p11r6,ZF,M,10/17/2008,4,,b10r3,b11r2,7/20/2009,End of Exp.,,FALSE
p11r7,ZF,M,1/10/2009,3,,b10r5,r2b-o3,9/9/2009,End of Exp.,,FALSE
p11r8,ZF,M,4/30/2009,0,,,,9/1/2009,End of Exp.,Bought from Qualipet on 31 Aug. 2009. Estimated age.,FALSE
p12o-r9k,ZF,M,8/11/2006,2,,r9k-s17,p8k,1/3/2008,End of Exp.,Born in the small food box.,FALSE
p12p-s17o,ZF,F,3/7/2007,5,,s17o,s8k-p11k,11/1/2007,Given away,Given away to Johanna,FALSE
p12r1,ZF,M,8/17/2007,7,,red11,p3o-sb,7/27/2008,NE,found dead in cage,FALSE
p12r2,ZF,M,11/10/2007,2,,red11,p3o-sb,4/16/2008,End of Exp.,,FALSE
p12r4,ZF,F,5/14/2008,2,R7,g9r1,b4p-red11,,,michel - DOR - 6.Nov.2009 - perfusion practice,TRUE
p12r5,ZF,M,9/14/2008,6,,k13r2,red5,6/9/2009,End of Exp.,"Batch from M4 and M4B mixed, unsure if parents are correct // reserved for michael",FALSE
p12r6,ZF,,11/4/2008,1,,g2r1,r16o-r11,2/19/2009,End of Exp.,,FALSE
p12r7,ZF,M,1/17/2009,5,,b9r5,o8p-y8,5/25/2009,End of Exp.,,FALSE
p12r8,ZF,M,4/30/2009,0,,,,9/4/2009,End of Exp.,Bought from Qualipet on 31 Aug. 2009. Estimated age.,FALSE
p13o-r9k,ZF,F,8/11/2006,2,,r9k-s17,p8k,2/16/2007,Given away,Born in the small food box. Given Away to Marianne,FALSE
p13p-p14k,ZF,F,3/31/2007,2,,p14k-p2,purple8,7/24/2007,Given away,Given away to Johanna,FALSE
p13r1,ZF,F,8/17/2007,7,,red11,p3o-sb,11/1/2007,Given away,Given away to Johanna,FALSE
p13r2,ZF,M,11/10/2007,2,,red11,p3o-sb,,,missing,FALSE
p13r3,ZF,M,3/9/2008,3,,r3p-r19o,s11p-yellow8,7/1/2008,End of Exp.,,FALSE
p13r4,ZF,F,5/23/2008,1,,r3p-r19o,s11p-yellow8,8/21/2008,NE,euthanized,FALSE
p13r5,ZF,F,9/14/2008,6,FJ3,k13r2,red5,,,"Batch from M4 and M4B mixed, unsure if parents are correct. Breeding break, don't use for experiments.",TRUE
p13r6,ZF,M,11/4/2008,1,,g2r1,r16o-r11,5/2/2009,Perished,,FALSE
p13r8,ZF,M,4/30/2009,0,U2,,,,,Bought from Qualipet on 31 Aug. 2009. Estimated age.,FALSE
p14b-r16,ZF,F,9/8/2006,3,,red16,green12,3/20/2009,NE,,FALSE
p14k,ZF,M,,0,2U1,,,,,"Found in KO on 20 June 2009, no record in database. -Janie",FALSE
p14k-p2,ZF,M,10/10/2005,0,,purple2,,12/5/2008,NE,Had two badly swolen and infected feet. Was killed. Moritz,FALSE
p14o-r9k,ZF,M,8/11/2006,2,,r9k-s17,p8k,2/9/2007,End of Exp.,Born in the small food box.,FALSE
p14r1,ZF,F,8/17/2007,7,,red11,p3o-sb,11/1/2007,Given away,Given away to Johanna,FALSE
p14r2,ZF,F,11/11/2007,3,,o18r1,r10br-o4k,7/8/2008,End of Exp.,"5uL X, 5uL K, dead after 5 hours",FALSE
p14r3,ZF,F,3/9/2008,3,,r3p-r19o,s11p-yellow8,6/9/2008,Given away,Given away to Johanna on 09.06.08,FALSE
p14r4,ZF,F,5/23/2008,1,,r3p-r19o,s11p-yellow8,8/21/2008,NE,euthanized,FALSE
p14r5,ZF,M,9/15/2008,3,,k13r2,red5,12/8/2008,End of Exp.,"Batch from M4 and M4B mixed, unsure if parents are correct",FALSE
p14r6,ZF,M,10/17/2008,4,,b10r3,b11r2,5/27/2009,End of Exp.,,FALSE
p14r7,ZF,M,1/17/2009,5,,b9r5,o8p-y8,6/25/2009,NE,"Not found in KO on 20 June 2009. - Janie. Not found, presumed dead. (-janie, 25.june.2009).",FALSE
p14r8,ZF,M,4/30/2009,0,IS8,,,,,Bought from Qualipet on 31 Aug. 2009. Estimated age.,FALSE
p15o-s3k,ZF,M,8/7/2006,0,,s3k-y8,g1k,11/13/2007,End of Exp.,Reserved by Claude. Don't use !!!,FALSE
p15p-r11,ZF,M,3/12/2007,3,,red11,purple16,7/23/2007,Given away,given to johanna,FALSE
p15r1,ZF,M,8/17/2007,7,,red11,p3o-sb,1/22/2008,End of Exp.,,FALSE
p15r2,ZF,F,11/11/2007,3,,o18r1,r10br-o4k,5/7/2008,End of Exp.,,FALSE
p15r3,ZF,F,3/9/2008,3,,r3p-r19o,s11p-yellow8,6/9/2008,Given away,Given away to Johanna on 09.06.08,FALSE
p15r4,ZF,F,5/23/2008,1,,r3p-r19o,s11p-yellow8,3/20/2009,NE,,FALSE
p15r5,ZF,F,9/15/2008,3,FJ8,k13r2,red5,,,"Batch from M4 and M4B mixed, unsure if parents are correct",FALSE
p15r6,ZF,F,10/30/2008,4,FJ8,p5r5,r2s18,,,Found in R7 on 25 June 2009.,FALSE
p15r8,ZF,M,7/26/2009,3,KM,p2r5,b5r7,,,JOSH,TRUE
p16k-b3,ZF,M,1/13/2006,0,,blue3,,8/11/2006,End of Exp.,Nif lesion,FALSE
p16o-s3k,ZF,M,8/7/2006,0,,s3k-y8,g1k,7/21/2008,NE,swollen feet. Looks very bad!!,FALSE
p16p-r11,ZF,M,3/12/2007,3,,red11,purple16,9/8/2008,End of Exp.,,FALSE
p16r1,ZF,M,8/17/2007,7,,red11,p3o-sb,6/9/2008,End of Exp.,,FALSE
p16r2,ZF,M,11/11/2007,3,,o18r1,r10br-o4k,5/8/2008,End of Exp.,bad song.,FALSE
p16r3,ZF,M,3/9/2008,3,,r3p-r19o,s11p-yellow8,10/16/2008,End of Exp.,"not found in ZZ-M on 09.06.08 - found in KM on 19.06.2008, totally a male bird                                 Reserved for Janie",FALSE
p16r4,BF,,5/25/2008,1,A,v-v10,K-K-K209-15,,,,FALSE
p16r5,ZF,M,9/15/2008,3,,k13r2,red5,12/15/2008,End of Exp.,"Batch from M4 and M4B mixed, unsure if parents are correct",FALSE
p16r5-michi,ZF,M,,0,,,,6/23/2009,End of Exp.,this bird should already be dead so I made this dbbird to track it further,FALSE
p16r6,ZF,M,10/30/2008,0,,p5r5,r2s18,5/18/2009,End of Exp.,,FALSE
p16r8,ZF,M,8/7/2009,5,KM,o1r1,r2y1,,,Daniele,TRUE
p17k-y6,ZF,M,1/2/2006,0,,yellow6,,1/9/2007,End of Exp.,the k ring is lost Katja,FALSE
p17o-silver2,ZF,M,8/14/2006,2,,silver2,p6k-y8,6/14/2007,,,FALSE
p17p-p14k,ZF,M,3/31/2007,2,,p14k-p2,purple8,9/3/2007,End of Exp.,,FALSE
p17r1,ZF,F,8/5/2007,1,,r3p-r19o,r16o-r11,10/25/2007,End of Exp.,,FALSE
p17r2,ZF,M,12/2/2007,4,,y5o-s3k,purple17,6/18/2009,End of Exp.,This bird was found in another cage (not U6) - not 100% about its identity and age. Reserved for Janie.,FALSE
p17r4,BF,M,5/25/2008,1,IS3,v-v10,K-K-K209-15,,,"the 7 is hardly readable on the purple ring. (Expected Exp. End Date: 14.11.2009, Claude)",TRUE
p17r5,ZF,M,9/14/2008,6,,k9r2,purple8,1/14/2009,Surgery,"Batch from M4 and M4B mixed, unsure if parents are correct",FALSE
p17r6,ZF,F,10/30/2008,4,,p5r5,r2s18,1/9/2009,NE,,FALSE
p17r8,ZF,F,8/7/2009,5,,o1r1,r2y1,11/6/2009,NE,,FALSE
p18k-s6,ZF,M,1/10/2006,0,,silver6,green9,2/9/2007,End of Exp.,"Georg - DO NOT USE! Strange song, very long ISI - recovered song and sings normally now.",FALSE
p18o-r16,ZF,F,9/8/2006,3,,red16,green12,2/16/2007,Given away,Given Away to Marianne,FALSE
p18p-r11,ZF,M,3/12/2007,3,,red11,purple16,7/23/2007,Given away,given to johanna,FALSE
p18r1,ZF,M,8/5/2007,1,,r3p-r19o,r16o-r11,,,missing,FALSE
p18r3,ZF,M,11/24/2007,5,,g7r1,orange16,2/22/2008,End of Exp.,,FALSE
p18r4,ZF,F,6/1/2008,6,,r3s3,k12r2,,,"bird is missing in cage on June 15, 2009, michael",FALSE
p18r5,ZF,M,9/14/2008,6,,k9r2,purple8,12/16/2008,End of Exp.,"Batch from M4 and M4B mixed, unsure if parents are correct",FALSE
p18r6,ZF,F,10/30/2008,4,,p5r5,r2s18,,,"bird is missing in cage on June 15, 2009, michael",FALSE
p18r8,ZF,F,7/26/2009,3,KU,p2r5,b5r7,,,,FALSE
p19k-o3,ZF,F,10/11/2005,0,,orange3,,3/14/2008,NE,"very long beak, kill asap? Done! Moritz",FALSE
p19p-b3k,ZF,M,3/24/2007,5,,b3k,green9,6/27/2007,End of Exp.,,FALSE
p19r1,ZF,F,8/5/2007,1,,r3p-r19o,r16o-r11,6/9/2008,Given away,Given away to Johanna on 09.06.08,FALSE
p19r3,ZF,M,11/24/2007,5,,g7r1,orange16,6/9/2008,Given away,Given away to Johanna on 09.06.08,FALSE
p19r4,ZF,F,6/1/2008,6,,r3s3,k12r2,,,"bird is missing in cage on June 15, 2009, michael",FALSE
p19r5,ZF,M,9/14/2008,6,,k9r2,purple8,1/14/2009,Surgery,"Batch from M4 and M4B mixed, unsure if parents are correct",FALSE
p19r6,ZF,M,10/17/2008,4,,b10r3,b11r2,2/17/2009,End of Exp.,,FALSE
p19r8,ZF,M,7/26/2009,3,E3,p2r5,b5r7,,,JOSH,TRUE
p1k,ZF,F,9/2/2005,0,,,,2/16/2007,Given away,Given Away to Marianne,FALSE
p1o-b3k,ZF,F,4/1/2006,0,,b3k,blue3,12/5/2006,NE,Show Girl,FALSE
p1p-s14k,ZF,F,2/14/2007,3,,s14k-r16,p3o-sb,7/24/2007,Given away,Given away to Johanna,FALSE
p1r1,ZF,M,8/4/2007,1,,silvergreen8,green16,1/23/2008,End of Exp.,,FALSE
p1r3,ZF,F,1/28/2008,4,,p16p-r11,green10,6/9/2008,Given away,Given away to Johanna on 09.06.08,FALSE
p1r5,ZF,M,,0,,,,8/30/2009,End of Exp.,"bought from breader, 3rd Oct 2008, Reserved for Janie",FALSE
p1r6,ZF,M,10/2/2008,6,,b13r3,p3o-sb,6/4/2009,End of Exp.,,FALSE
p1r8,ZF,M,6/22/2009,4,,b14r3,r6s13,8/20/2009,Surgery,,FALSE
p1s1,ZF,M,2/19/2009,3,,b14r3,o6r5,6/23/2009,NE,"Subsong at day 70, perhaps younger..",FALSE
p20k-sg8,ZF,M,3/3/2006,0,,silvergreen8,purple5,7/14/2006,End of Exp.,,FALSE
p20o-o4k,ZF,M,4/28/2006,0,,o4k-p2,green13,5/22/2007,End of Exp.,,FALSE
p20p-b3k,ZF,M,3/24/2007,5,,b3k,green9,11/1/2007,Given away,Given away to Johanna,FALSE
p20r1,ZF,M,8/5/2007,1,,o4k-p2,green13,11/1/2007,Given away,Given away to Johanna,FALSE
p20r3,ZF,F,11/24/2007,5,,g7r1,orange16,1/16/2009,NE,bird was sick.,FALSE
p20r4,ZF,F,6/1/2008,6,,r3s3,k12r2,8/21/2008,NE,euthanized,FALSE
p20r5,ZF,F,9/18/2008,4,,b11r3,o8r3,1/9/2009,NE,,FALSE
p20r6,ZF,M,10/17/2008,4,,b10r3,b11r2,5/26/2009,End of Exp.,,FALSE
p20r8,ZF,M,4/30/2009,0,KM,,,,,Bought from Qualipet on 31 Aug. 2009. Estimated age.,FALSE
p2o-g14k,ZF,M,5/10/2006,2,,g14k,orange16,3/29/2007,End of Exp.,Reserved by Claude.,FALSE
p2p-s14k,ZF,M,2/14/2007,3,,s14k-r16,p3o-sb,10/5/2007,End of Exp.,Reserved by Aymeric,FALSE
p2r1,ZF,M,8/4/2007,1,,silvergreen8,green16,4/16/2008,End of Exp.,,FALSE
p2r2,ZF,F,10/27/2007,5,,b8o-p11k,s13p-yellow8,6/9/2008,Given away,Given away to Johanna on 09.06.08,FALSE
p2r3,ZF,F,1/28/2008,4,,p16p-r11,green10,6/9/2008,Given away,Given away to Johanna on 09.06.08,FALSE
p2r5,ZF,M,,0,U3,,,,,"bought from breader, 3rd Oct 2008. Use this bird for breeding, not for experiments.",TRUE
p2r6,ZF,F,10/2/2008,6,,b13r3,p3o-sb,9/7/2009,End of Exp.,,FALSE
p2r8,ZF,M,6/22/2009,4,,b14r3,r6s13,9/4/2009,End of Exp.,,FALSE
p2s2,ZF,M,2/19/2009,3,R2,b14r3,o6r5,,,did not sing at all..,FALSE
p3o-sb,ZF,F,5/17/2006,2,R7,silverblack,purple17,,,,FALSE
p3p-s14k,ZF,F,2/14/2007,3,,s14k-r16,p3o-sb,6/9/2008,Given away,Given away to Johanna on 09.06.08,FALSE
p3r1,ZF,M,7/17/2007,3,,g1o-g14k,g15p-purple20,1/15/2008,End of Exp.,,FALSE
p3r2,ZF,M,10/15/2007,2,,y13k-s17,r14w-silver17,9/10/2008,End of Exp.,,FALSE
p3r3,ZF,F,1/28/2008,4,,p16p-r11,green10,6/9/2008,Given away,Given away to Johanna on 09.06.08,FALSE
p3r5,ZF,M,,0,,,,10/23/2008,End of Exp.,"DO NOT USE for breeding! Bought from breader, 3rd Oct 2008",FALSE
p3r6,ZF,M,10/2/2008,6,U6,b13r3,p3o-sb,,,,FALSE
p3r7,ZF,F,1/10/2009,3,MK,b10r5,r2b-o3,,,,FALSE
p3r8,ZF,M,6/22/2009,4,,b14r3,r6s13,,End of Exp.,,FALSE
p4o-sb,ZF,M,5/15/2006,2,,silverblack,purple17,12/28/2006,End of Exp.,,FALSE
p4p-s18o,ZF,M,2/8/2007,2,,s18o,orange16,5/8/2007,Given away,Aymeric - contact me when you take this bird,FALSE
p4r1,ZF,M,8/4/2007,1,,silvergreen8,green16,7/11/2008,End of Exp.,,FALSE
p4r2,ZF,M,10/15/2007,2,,y13k-s17,r14w-silver17,8/5/2008,End of Exp.,,FALSE
p4r3,ZF,F,1/28/2008,4,,p16p-r11,green10,6/9/2008,Given away,Given away to Johanna on 09.06.08,FALSE
p4r5,ZF,M,,0,,,,3/11/2009,End of Exp.,"bought from breader, 3rd Oct 2008",FALSE
p4r6,ZF,F,10/21/2008,4,,g12r2,r8p-s19o,1/9/2009,NE,,FALSE
p4r7,ZF,F,1/19/2009,4,FJ8,g12r2,r8p-s19o,,,,FALSE
p4r8,ZF,F,7/12/2009,8,R4,r7p1,p13r5,,,,FALSE
p5k-y8,ZF,F,10/2/2005,0,,yellow8,,2/16/2007,Given away,Given Away to Marianne,FALSE
p5o-sb,ZF,M,5/15/2006,2,,silverblack,purple17,8/4/2006,End of Exp.,,FALSE
p5p-s14k,ZF,M,2/14/2007,3,,s18o,orange16,5/7/2007,End of Exp.,,FALSE
p5r1,ZF,F,7/30/2007,1,,yellow20,blue2,11/1/2007,Given away,Given away to Johanna,FALSE
p5r2,ZF,M,10/15/2007,2,,y13k-s17,r14w-silver17,4/23/2008,End of Exp.,,FALSE
p5r3,ZF,M,1/28/2008,4,U1,p16p-r11,green10,,,"TUTOR  reserved for Sandras Experiment. Can be transferred, but must remain foundable.  Ask Richard, before planing something with this bird.",TRUE
p5r5,ZF,M,,0,,,,5/11/2009,Surgery,"bought from breader, 3rd Oct 2008",FALSE
p5r6,ZF,F,10/21/2008,4,,g12r2,r8p-s19o,1/9/2009,NE,,FALSE
p5r7,ZF,F,1/19/2009,4,M3,g12r2,r8p-s19o,,,,FALSE
p5r8,ZF,M,7/12/2009,8,IS1,r7p1,p13r5,,,"reserved for michael, 4.11.09 - song recorded, waiting for tplsm",TRUE
p6k-y8,ZF,F,10/3/2005,0,,,,11/17/2007,NE,"swollen left foot, unable to stand.",FALSE
p6o-sb,ZF,M,5/15/2006,2,,silverblack,purple17,3/23/2007,End of Exp.,Reserved by Claude.,FALSE
p6p-s18o,ZF,F,2/8/2007,2,,s18o,orange16,5/28/2007,End of Exp.,,FALSE
p6r1,ZF,F,7/30/2007,1,,yellow20,blue2,11/1/2007,Given away,Given away to Johanna,FALSE
p6r2,ZF,F,11/20/2007,0,,g3r1,purple8,1/16/2009,NE,"Due to reading mistake, was coupled as p9r2. beak grew too long, bird was sick.",FALSE
p6r3,ZF,F,1/29/2008,2,,r3p-r19o,s11p-yellow8,6/9/2008,Given away,Given away to Johanna on 09.06.08,FALSE
p6r4,ZF,M,6/10/2008,2,,o19r2,r2s20,6/29/2009,End of Exp.,,FALSE
p6r5,ZF,M,,0,,,,10/24/2008,NE,"DO NOT USE for breeding! Bought from breader, 3rd Oct 2008. This bird does not sing in 8 days of ISO recording <janie>. Bird died during health observation.",FALSE
p7k,ZF,F,10/3/2005,0,,,,2/16/2007,Given away,Given Away to Marianne,FALSE
p7o-y13k,ZF,F,5/28/2006,0,,y13k-s17,p19k-o3,10/6/2006,NE,,FALSE
p7p-s18o,ZF,F,2/8/2007,7,,s18o,orange16,5/8/2007,End of Exp.,Aymeric - contact me when you catch the bird with ring p7p,FALSE
p7r1,ZF,F,7/17/2007,3,,g1o-g14k,g15p-purple20,11/1/2007,Given away,Given away to Johanna,FALSE
p7r2,ZF,M,10/30/2007,1,,p11k-ch900,b20o-ch900,2/1/2008,End of Exp.,,FALSE
p7r3,ZF,F,1/29/2008,2,,r3p-r19o,s11p-yellow8,8/21/2008,NE,euthanized,FALSE
p7r4,ZF,M,6/10/2008,2,,o19r2,r2s20,8/19/2008,End of Exp.,,FALSE
p7r5,ZF,M,9/18/2008,4,,b14r4,o12r3,12/11/2008,End of Exp.,,FALSE
p7r6,ZF,M,10/21/2008,4,,g12r2,r8p-s19o,11/6/2009,End of Exp.,Reserved for Janie,TRUE
p7r7,ZF,M,1/19/2009,4,,g12r2,r8p-s19o,4/8/2009,End of Exp.,,FALSE
p7r8k,ZF,M,7/12/2009,8,2U2,r7p1,p13r5,,,,FALSE
p8k,ZF,F,10/17/2005,0,,,,7/27/2007,End of Exp.,,FALSE
p8o-g14k,ZF,M,6/13/2006,0,,g14k,orange16,6/25/2009,NE,"Reserved by Claude. did not find bird during KM/KO search. Claude. Not found, presumed dead. (-janie, 25.june.2009).",FALSE
p8o-r16,ZF,F,9/8/2006,3,,red16,green12,12/19/2006,End of Exp.,,FALSE
p8r1,ZF,F,7/17/2007,3,,g1o-g14k,g15p-purple20,11/1/2007,Given away,Given away to Johanna,FALSE
p8r2,ZF,F,10/10/2007,2,,g1o-g14k,g15p-purple20,6/9/2008,Given away,Given away to Johanna on 09.06.08,FALSE
p8r3,ZF,M,1/29/2008,2,,r3p-r19o,s11p-yellow8,4/19/2008,End of Exp.,,FALSE
p8r4,ZF,M,6/10/2008,2,,o19r2,r2s20,6/29/2009,End of Exp.,,FALSE
p8r5,ZF,F,9/18/2008,4,,b14r4,o12r3,1/9/2009,NE,,FALSE
p8r6,ZF,F,10/21/2008,4,,g12r2,r8p-s19o,7/23/2009,NE,,FALSE
p8r7,ZF,M,1/19/2009,3,,b14r4,o12r3,4/8/2009,End of Exp.,,FALSE
p8r8,ZF,M,7/12/2009,8,2U4,r7p1,p13r5,,,,FALSE
p9green,BF,M,1/1/2007,0,,,,11/1/2009,NE,Found dead in cage.,FALSE
p9o,ZF,M,3/28/2007,0,,,,4/6/2007,End of Exp.,"From KM, but found no record in database, since all the ""p9o*"" were dead for exp. I set his birthday as the day I find him. Apparently he is an adult. -Claude. (Reserved by Claude for Richard) -",FALSE
p9o-r16,ZF,M,9/8/2006,3,,red16,green12,11/27/2006,End of Exp.,,FALSE
p9o-y13k,ZF,M,5/28/2006,0,,y13k-s17,p19k-o3,11/29/2006,End of Exp.,,FALSE
p9r1,ZF,M,7/17/2007,3,,g1o-g14k,g15p-purple20,6/19/2008,End of Exp.,,FALSE
p9r2,ZF,F,11/17/2007,1,,s20o-yellow20,p19k-o3,1/9/2009,NE,"Due to reading mistake, was coupled as p6r2",FALSE
p9r4,ZF,M,5/14/2008,2,,g9r1,b4p-red11,8/22/2008,End of Exp.,,FALSE
p9r5,ZF,M,9/18/2008,4,,b14r4,o12r3,6/25/2009,NE,"may have lost non r5 ring. Not found in KM on 20 June 2009. - Janie. Not found, presumed dead. (-janie, 25.june.2009).",FALSE
p9r6,ZF,F,10/17/2008,4,,b10r3,b11r2,1/9/2009,NE,,FALSE
purple022,ZF,M,4/1/2009,7,2O3,,,,,"bought from qualipet on July 13th 2009, michael",FALSE
purple050,ZF,M,4/1/2009,7,O7,,,,,"bought from qualipet on July 13th 2009, michael",FALSE
purple13,ZF,F,3/26/2005,0,,,,8/21/2008,NE,euthanized,FALSE
purple16,ZF,F,4/18/2006,0,,,,8/22/2009,NE,,FALSE
purple17,ZF,F,4/14/2005,4,,,,6/25/2009,NE,"missing since 3.7.08. Not found, presumed dead. (-janie, 25.june.2009).",FALSE
purple2,ZF,F,7/21/2004,0,,,,6/16/2006,NE,"-> abgegeben an Z""uchter",FALSE
purple20,ZF,M,5/26/2004,0,,,,9/16/2009,NE,"Oedipus, the legendary. First bird born at INI. Had first microdrive for 4 weeks and two other surgeries. Father of many juveniles. Good singer. Killed his father and got his mother pregnant.",FALSE
purple5,ZF,F,9/12/2004,0,,,,7/24/2007,Given away,Given away to Johanna,FALSE
purple8,ZF,M,10/24/2004,0,,,,1/19/2009,End of Exp.,,FALSE
r,ZF,M,12/17/2006,4,,silver17,blue10,1/30/2007,End of Exp.,,FALSE
r011,ZF,M,,0,M7,,,,,"bought from breader, 3rd Oct 2008, has one red 011 ring.",FALSE
r10br-o4k,ZF,F,4/14/2007,3,,o4k-p2,green13,8/21/2008,NE,euthanized,FALSE
r10o-o4k,ZF,F,8/2/2006,5,,o4k-p2,green13,2/16/2007,Given away,Given Away to Marianne,FALSE
r10p-y7o,ZF,F,1/22/2007,3,,y7o-r16,r11o-o4k,4/10/2007,End of Exp.,,FALSE
r10s1,ZF,M,8/21/2009,5,KM,b14r4,o19r5,,,,FALSE
r10s10,ZF,,8/29/2009,1,R7,o12r8,g19r2,,,,FALSE
r10s11,ZF,F,8/21/2009,3,KU,o13r8,b4r7,,,,FALSE
r10s12,ZF,F,8/21/2009,3,KU,o13r8,b4r7,,,,FALSE
r10s13,ZF,M,8/21/2009,3,KM,o13r8,b4r7,,,,FALSE
r10s14,ZF,M,8/21/2009,3,KM,o13r8,b4r7,,,,FALSE
r10s15,ZF,M,8/18/2009,4,KM,g12r2,g4r7,,,Janie,TRUE
r10s16,ZF,M,8/18/2009,4,KM,g12r2,g4r7,,,Janie,TRUE
r10s17,ZF,F,8/18/2009,4,R4,g12r2,g4r7,,,,FALSE
r10s18,ZF,F,8/18/2009,4,,g12r2,g4r7,11/6/2009,NE,,FALSE
r10s19,ZF,F,8/18/2009,4,,g12r2,g4r7,11/6/2009,NE,,FALSE
r10s2,ZF,F,8/21/2009,5,,b14r4,o19r5,11/6/2009,NE,,FALSE
r10s3,ZF,M,8/21/2009,5,,b14r4,o19r5,11/2/2009,NE,,FALSE
r10s4,ZF,M,8/21/2009,5,KM,b14r4,o19r5,,,Janie,TRUE
r10s5,ZF,M,8/21/2009,5,KM,b14r4,o19r5,,,Janie,TRUE
