ID,Birdname,Species,Sex,Birthday,Uncertainty,Cage,Father,Mother,Date of death,Cause of death,Comment,Reserved
928,o19r3,ZF,m,2008-02-13,4,,g9r1,b4p-red11,2008-05-22,End of Exp.,Right-Cochlear removed by Claude.,0
952,o20r3,ZF,u,2008-02-13,4,,g9r1,b4p-red11,2008-03-07,End of Exp.,Right-Cochlear removed by Claude.,0
1697,s18r3,ZF,u,2008-02-14,4,,b8o-p11k,s13p-yellow8,2008-03-06,Perished,,0
1701,s19r3,ZF,m,2008-02-14,4,R5,b8o-p11k,s13p-yellow8,,,Right-Cochlear removed by Claude.,0
1710,s20r3,ZF,f,2008-02-14,4,,b8o-p11k,s13p-yellow8,2008-05-22,End of Exp.,Right-Cochlear removed by Claude.,0
332,dJO3a,ZF,u,2008-02-16,0,,p9r1,g7r2,2008-02-22,NE,,0
169,B3r4,ZF,f,2008-03-03,4,,g13p-purple20,r8p-s19o,2009-06-25,NE,"not in ZZ-U on 09.06.08. Not found, presumed dead. (-janie, 25.june.2009)",0
510,g1r3,ZF,m,2008-03-03,5,,g13p-purple20,r8p-s19o,2009-11-02,End of Exp.,Right-Cochlear removed by Claude.,0
751,k2r3,ZF,f,2008-03-04,1,,r2s4,y8o-r16,2008-06-09,Given away,Given away to Johanna on 09.06.08,0
760,k3r3,ZF,m,2008-03-04,1,,r2s4,y8o-r16,2008-05-27,End of Exp.,,0
451,g15r3,ZF,m,2008-03-06,3,,g8r2,b11r2,2008-06-17,End of Exp.,,0
463,g16r3,ZF,m,2008-03-06,3,,g8r2,b11r2,2008-06-09,Given away,Given away to Johanna on 09.06.08,0
475,g17r3,ZF,f,2008-03-06,3,,g8r2,b11r2,2008-08-21,NE,euthanized,0
18,b10r4,ZF,m,2008-03-07,1,,s3k-y8,r11o-o4k,2008-06-18,Perished,Bird perishe after third urethane injection.,0
308,dJM3Bd,ZF,u,2008-03-09,3,,yellow10,o9o10,,,,0
487,g18r3,ZF,m,2008-03-09,3,,yellow10,o9o10,2008-05-22,End of Exp.,,0
498,g19r3,ZF,m,2008-03-09,3,,yellow10,o9o10,2008-06-09,Given away,sleeps on his back in your hand! Really cute! Moritz Given away to Johanna on 09.06.08,0
521,g20r3,ZF,m,2008-03-09,3,,yellow10,o9o10,2008-07-19,End of Exp.,,0
1089,p13r3,ZF,m,2008-03-09,3,,r3p-r19o,s11p-yellow8,2008-07-01,End of Exp.,,0
1101,p14r3,ZF,f,2008-03-09,3,,r3p-r19o,s11p-yellow8,2008-06-09,Given away,Given away to Johanna on 09.06.08,0
1111,p15r3,ZF,f,2008-03-09,3,,r3p-r19o,s11p-yellow8,2008-06-09,Given away,Given away to Johanna on 09.06.08,0
1121,p16r3,ZF,m,2008-03-09,3,,r3p-r19o,s11p-yellow8,2008-10-16,End of Exp.,"not found in ZZ-M on 09.06.08 - found in KM on 19.06.2008, totally a male bird                                 Reserved for Janie",0
1484,r4y4,BF,u,2008-03-09,0,A,r3y12,r3y10,,,,0
511,g1r4,ZF,f,2008-03-12,1,,p16p-r11,green10,2008-06-09,Given away,Given away to Johanna on 09.06.08,0
685,k12r3,ZF,f,2008-03-12,3,,silver15,o8p-y8,2008-08-21,NE,euthanized,0
692,k13r3,ZF,m,2008-03-12,3,,silver15,o8p-y8,2008-09-12,End of Exp.,,0
698,k14r3,ZF,f,2008-03-12,3,,silver15,o8p-y8,2008-08-21,NE,euthanized,0
705,k15r4,ZF,m,2008-03-12,3,,silver15,o8p-y8,2008-06-12,End of Exp.,,0
744,k20r4,ZF,u,2008-03-12,3,,silver15,o8p-y8,2008-08-21,NE,euthanized,0
136,b1r4,ZF,f,2008-03-18,7,,k7r1,r14w-silver17,2008-06-09,Given away,Given away to Johanna on 09.06.08,0
157,b2r4,ZF,m,2008-03-18,7,,k7r1,r14w-silver17,2008-06-09,Given away,Given away to Johanna on 09.06.08,0
1463,r4s19,ZF,f,2008-03-18,7,,k7r1,r14w-silver17,2008-06-09,Given away,Given away to Johanna on 09.06.08,0
1465,r4s20,ZF,f,2008-03-18,7,,k7r1,r14w-silver17,2008-06-09,Given away,Given away to Johanna on 09.06.08,0
212,b7r4,ZF,m,2008-03-27,1,,o20o,r16o-r11,2008-08-17,End of Exp.,,0
1460,r4s16,ZF,u,2008-03-28,3,,g5r1,purple13,2008-06-03,End of Exp.,,0
1461,r4s17,,m,2008-03-28,3,,g5r1,,2008-06-05,End of Exp.,,0
1462,r4s18,ZF,u,2008-03-28,3,,g5r1,purple13,2008-06-12,End of Exp.,,0
180,b4r4,ZF,f,2008-04-02,1,,o19r2,r2s20,2008-06-09,Given away,Given away to Johanna on 09.06.08,0
191,b5r4,ZF,f,2008-04-02,1,,o19r2,r2s20,2008-08-21,NE,euthanized,0
201,b6r4,ZF,m,2008-04-02,1,,o19r2,r2s20,2008-08-28,End of Exp.,crappy sound!!!!,0
225,b8r4,ZF,m,2008-04-02,0,,g12r2,p10r2,2008-08-18,End of Exp.,,0
234,b9r4,ZF,f,2008-04-02,0,,g12r2,p10r2,,,"bird is missing on june 15, 2009",0
40,b12r4,ZF,m,2008-04-04,2,,r2s6,r2y1,2008-07-14,Perished,Bird escapes cage in isochamber on 14th of july and is really weak when we find it. -> euthanasia,0
296,dJM1d,ZF,u,2008-04-04,2,,r2s6,r2y1,,,,0
941,o1r4,ZF,m,2008-04-04,2,,r2s6,r2y1,2008-09-18,End of Exp.,Reserved for Janie,0
963,o2r4,ZF,f,2008-04-04,2,,r2s6,r2y1,2008-08-21,NE,euthanized,0
29,b11r4,ZF,f,2008-04-08,3,,g9r1,b4p-red11,2008-10-05,End of Exp.,,0
51,b13r4,ZF,f,2008-04-08,1,,r2s4,y8o-r16,2009-03-20,NE,,0
63,b14r4,ZF,m,2008-04-08,1,M1,r2s4,y8o-r16,,,,0
1472,r4y1,ZF,m,2008-04-08,3,,g9r1,b4p-red11,2008-07-24,End of Exp.,,0
1483,r4y2,ZF,f,2008-04-08,3,,g9r1,b4p-red11,2008-07-08,NE,"3ul X, 3ul K, dead after 5 hours",0
112,b18r4,ZF,m,2008-04-10,5,,o1r1,r7g-yellow8,2008-07-10,Perished,,0
124,b19r4,ZF,f,2008-04-10,5,,o1r1,r7g-yellow8,2008-08-21,NE,euthanized,0
148,b20r4,ZF,f,2008-04-10,5,,o1r1,r7g-yellow8,2009-03-20,NE,,0
532,g2r4,ZF,f,2008-04-10,5,,o1r1,r7g-yellow8,2008-08-21,NE,euthanized,0
543,g3r4,ZF,m,2008-04-10,5,,o1r1,r7g-yellow8,2008-07-28,End of Exp.,,0
975,o3r4,ZF,m,2008-04-14,6,,b8o-p11k,s13p-yellow8,2008-07-22,Surgery,Bird was euthanized after the surgery because it did not recover from surgery.,0
987,o4r4,ZF,u,2008-04-14,6,,b8o-p11k,s13p-yellow8,2008-07-29,End of Exp.,,0
1022,o7r3-b,ZF,m,2008-04-14,6,,b8o-p11k,s13p-yellow8,2008-07-16,End of Exp.,,0
1034,o8r4,ZF,m,2008-04-14,6,,b8o-p11k,s13p-yellow8,2008-09-14,End of Exp.,,0
76,b15r4,ZF,f,2008-04-16,3,,g8r2,b11r2,2008-08-21,NE,euthanized,0
89,b16r4,ZF,m,2008-04-16,3,,g8r2,b11r2,2008-10-15,End of Exp.,,0
100,b17r4,ZF,f,2008-04-16,3,,g8r2,b11r2,2008-08-21,NE,euthanized,0
365,dJU3Ba,ZF,u,2008-04-16,5,,r3p-r19o,s11p-yellow8,2008-04-28,NE,found dead on floor,0
366,dJU3Bb,ZF,u,2008-04-16,5,,r3p-r19o,s11p-yellow8,2008-04-28,NE,found dead on floor,0
367,dJU3Bc,ZF,u,2008-04-16,5,,r3p-r19o,s11p-yellow8,2008-04-28,NE,found dead on floor,0
369,dJU3Bd2,ZF,u,2008-04-16,5,,r3p-r19o,s11p-yellow8,2008-04-28,NE,found dead on floor,0
370,dJU3Be,ZF,u,2008-04-16,5,,r3p-r19o,s11p-yellow8,2008-04-28,NE,found dead on floor,0
305,djM3Ba(24.4.2008),ZF,u,2008-04-17,1,,yellow10,o9o10,2008-04-24,,,0
306,djM3Bb(24.4.2008),ZF,u,2008-04-17,1,,yellow10,o9o10,2008-04-24,,,0
667,juvM6a,ZF,m,2008-04-19,5,,silver15,o8p-y8,2007-06-18,End of Exp.,Not successful (misimplant) - burned for histology.,0
823,o10r4,ZF,f,2008-04-19,5,,silver15,o8p-y8,2008-08-21,NE,euthanized,0
1000,o5r4,ZF,f,2008-04-19,5,,silver15,o8p-y8,2008-08-21,NE,euthanized,0
1010,o6r4,ZF,f,2008-04-19,5,,silver15,o8p-y8,,,,0
1045,o9r4,ZF,f,2008-04-19,5,,silver15,o8p-y8,2008-08-21,NE,euthanized,0
307,dJM3Bc,ZF,u,2008-05-04,5,,yellow10,o9o10,2008-06-20,NE,,0
309,dJM3Be,ZF,u,2008-05-04,5,,yellow10,o9o10,,,,0
590,g7r4,ZF,f,2008-05-04,5,,yellow10,o9o10,2008-08-21,NE,euthanized,0
612,g9r4,ZF,m,2008-05-04,5,,yellow10,o9o10,2008-08-15,End of Exp.,,0
666,juvM3Bb,ZF,u,2008-05-04,5,,yellow10,o9o10,2008-06-19,End of Exp.,,0
874,o14r4,ZF,f,2008-05-04,5,,k7r1,r14w-silver17,2008-08-21,NE,euthanized,0
885,o15r4,ZF,f,2008-05-04,2,,o20o,r16o-r11,2008-08-21,NE,euthanized,0
897,o16r4,ZF,f,2008-05-04,2,,o20o,r16o-r11,2008-08-21,NE,euthanized,0
668,juvO2a,ZF,u,2008-05-05,5,,k7r1,r14w-silver17,2008-06-26,End of Exp.,,0
837,o11r4,ZF,f,2008-05-05,5,,k7r1,r14w-silver17,2008-08-21,NE,euthanized,0
849,o12r4,ZF,f,2008-05-05,5,,k7r1,r14w-silver17,2008-08-21,NE,euthanized,0
862,o13r4,ZF,f,2008-05-05,5,,k7r1,r14w-silver17,2008-08-18,NE,Died in cage,0
337,dJO4Ba,ZF,u,2008-05-06,0,,o19r2,r2s20,,,,0
1442,r4p1,ZF,f,2008-05-08,4,,g12r2,p10r2,2008-08-21,NE,euthanized,0
1443,r4p2,ZF,m,2008-05-08,4,,g12r2,p10r2,,,missing,0
1444,r4p3,ZF,m,2008-05-08,4,,g12r2,p10r2,2008-09-17,End of Exp.,,0
1445,r4p4,ZF,f,2008-05-08,4,,g12r2,p10r2,2008-08-21,NE,euthanized,0
1446,r4p5,ZF,m,2008-05-08,4,,g12r2,p10r2,2008-09-02,End of Exp.,,0
1473,r4y10,ZF,m,2008-05-08,5,,g5r1,purple13,2008-09-08,End of Exp.,,0
1486,r4y6,ZF,m,2008-05-08,5,,g5r1,purple13,2008-09-27,End of Exp.,,0
1487,r4y7,ZF,m,2008-05-08,5,,g5r1,purple13,2008-09-01,End of Exp.,,0
1488,r4y8,ZF,m,2008-05-08,5,,g5r1,purple13,2008-08-22,End of Exp.,,0
1489,r4y9,ZF,f,2008-05-08,5,,g5r1,purple13,2008-08-21,NE,euthanized,0
555,g4r4,ZF,m,2008-05-13,5,,p14k-p2,blue2,2008-09-25,End of Exp.,Reserved for Janie,0
567,g5r4,ZF,m,2008-05-13,5,,p14k-p2,blue2,2008-08-25,End of Exp.,,0
579,g6r4,ZF,m,2008-05-13,5,,p14k-p2,blue2,2008-08-20,End of Exp.,,0
929,o19r4,ZF,m,2008-05-13,5,,p14k-p2,blue2,2009-06-25,NE,"missing. Not found, presumed dead. (-janie, 25.june.2009)",0
953,o20r4,ZF,m,2008-05-13,5,,p14k-p2,blue2,2008-08-12,End of Exp.,,0
294,dJM1a,ZF,u,2008-05-14,5,,r2s6,r2y1,2008-06-13,NE,,0
298,dJM1e,ZF,u,2008-05-14,5,,r2s6,r2y1,2008-06-20,Perished,,0
908,o17r4,ZF,u,2008-05-14,5,,r2s6,r2y1,2008-09-22,Perished,Euthanized because of necrotic leg due to poor ringing =(,0
918,o18r4,ZF,u,2008-05-14,5,,r2s6,r2y1,2008-08-19,End of Exp.,,0
1058,p10r4,ZF,f,2008-05-14,2,,g9r1,b4p-red11,2008-08-21,NE,euthanized,0
1069,p11r4,ZF,m,2008-05-14,2,,g9r1,b4p-red11,2008-09-22,End of Exp.,reserved for Janie,0
1079,p12r4,ZF,f,2008-05-14,2,R7,g9r1,b4p-red11,,,michel - DOR - 6.Nov.2009 - perfusion practice,0
1249,p9r4,ZF,m,2008-05-14,2,,g9r1,b4p-red11,2008-08-22,End of Exp.,,0
581,g6r5-x,ZF,f,2008-05-15,0,,,,,,"Left behind by Sandra. Has GFP injection in Area X, bird is missing on june 15, 2009",0
1485,r4y5,ZF,f,2008-05-16,1,,r2s4,y8o-r16,2008-08-21,NE,euthanized,0
602,g8r4,ZF,u,2008-05-23,1,,r3p-r19o,s11p-yellow8,2008-07-07,End of Exp.,,1
1090,p13r4,ZF,f,2008-05-23,1,,r3p-r19o,s11p-yellow8,2008-08-21,NE,euthanized,0
1102,p14r4,ZF,f,2008-05-23,1,,r3p-r19o,s11p-yellow8,2008-08-21,NE,euthanized,0
1112,p15r4,ZF,f,2008-05-23,1,,r3p-r19o,s11p-yellow8,2009-03-20,NE,,0
1122,p16r4,BF,u,2008-05-25,1,A,v-v10,K-K-K209-15,,,,0
1132,p17r4,BF,m,2008-05-25,1,IS3,v-v10,K-K-K209-15,,,"the 7 is hardly readable on the purple ring. (Expected Exp. End Date: 14.11.2009, Claude)",0
246,cj1,ZF,m,2008-05-26,2,,g8r2,b11r2,2008-08-13,End of Exp.,,0
1475,r4y12,ZF,f,2008-05-26,2,,g8r2,b11r2,2008-08-21,NE,euthanized,0
1476,r4y13,ZF,f,2008-05-26,2,,g8r2,b11r2,2008-08-21,NE,euthanized,0
1477,r4y14,ZF,m,2008-05-26,2,,g8r2,b11r2,2008-08-14,End of Exp.,,1
1478,r4y15,ZF,f,2008-05-26,2,,g8r2,b11r2,2008-08-21,NE,euthanized,0
1479,r4y16,ZF,f,2008-05-27,2,,o1r1,r7g-yellow8,2008-08-21,NE,euthanized,0
1480,r4y17,ZF,f,2008-05-27,2,,o1r1,r7g-yellow8,2008-08-21,NE,euthanized,0
1481,r4y18,ZF,f,2008-05-27,2,,o1r1,r7g-yellow8,2008-08-21,NE,euthanized,0
1482,r4y19,ZF,f,2008-05-27,2,,o1r1,r7g-yellow8,2008-08-21,NE,euthanized,0
354,dJU1c,ZF,u,2008-05-29,3,,p16p-r11,green10,2008-06-13,NE,,0
1474,r4y11,ZF,f,2008-05-29,3,,p16p-r11,green10,2008-08-21,NE,euthanized,0
326,dJM7Ba,ZF,u,2008-06-01,3,,r3s3,k12r2,2008-06-13,NE,,0
327,dJM7Bf,ZF,u,2008-06-01,6,,r3s3,k12r2,2008-06-23,NE,,0
1141,p18r4,ZF,f,2008-06-01,6,,r3s3,k12r2,,,"bird is missing in cage on June 15, 2009, michael",0
1149,p19r4,ZF,f,2008-06-01,6,,r3s3,k12r2,,,"bird is missing in cage on June 15, 2009, michael",0
1168,p20r4,ZF,f,2008-06-01,6,,r3s3,k12r2,2008-08-21,NE,euthanized,0
1756,tj1,ZF,u,2008-06-01,6,,r3s3,k12r2,2008-07-21,End of Exp.,,0
363,dJU2d,ZF,u,2008-06-09,3,,b14r3,r1y17,2008-08-11,NE,,0
452,g15r4,ZF,m,2008-06-09,3,,b14r3,r1y17,2008-10-14,End of Exp.,,0
464,g16r4,ZF,f,2008-06-09,3,,b14r3,r1y17,2008-08-21,NE,euthanized,0
476,g17r4,ZF,f,2008-06-09,3,,b14r3,r1y17,2008-08-21,NE,euthanized,0
488,g18r4,ZF,f,2008-06-09,0,,r2s4,y8o-r16,2008-08-21,NE,euthanized,0
736,k1r4,ZF,f,2008-06-10,6,,b11r3,k5r2,2008-08-21,NE,euthanized,0
752,k2r4,ZF,f,2008-06-10,6,,b11r3,k5r2,2008-08-21,NE,euthanized,0
761,k3r4,ZF,m,2008-06-10,6,,b11r3,k5r2,2008-09-17,End of Exp.,,0
769,k4r4,ZF,m,2008-06-10,6,,b11r3,k5r2,2008-09-23,End of Exp.,,0
778,k5r4,ZF,f,2008-06-10,6,,b11r3,k5r2,2008-08-21,NE,euthanized,0
1219,p6r4,ZF,m,2008-06-10,2,,o19r2,r2s20,2009-06-29,End of Exp.,,0
1227,p7r4,ZF,m,2008-06-10,2,,o19r2,r2s20,2008-08-19,End of Exp.,,0
1238,p8r4,ZF,m,2008-06-10,2,,o19r2,r2s20,2009-06-29,End of Exp.,,0
499,g19r4,ZF,f,2008-06-17,2,,k7r1,r14w-silver17,2008-08-21,NE,euthanized,0
522,g20r5,ZF,m,2008-06-17,2,,k7r1,r14w-silver17,2009-06-16,End of Exp.,,0
673,k10r5,ZF,m,2008-06-17,2,,o20o,r16o-r11,2008-09-24,Surgery,,0
679,k11r5,ZF,m,2008-06-17,2,,o20o,r16o-r11,2008-10-13,End of Exp.,,0
731,k19r4-b,ZF,f,2008-06-17,2,,o20o,r16o-r11,2008-08-21,NE,"euthanized, There is another female bird k19r4 in the database .. - Michael 21.8.2008",0
745,k20r4-b,ZF,f,2008-06-17,2,,o20o,r16o-r11,2008-08-21,NE,"euthanized, There is another female k20r4 in the database .. - Michael 21.8.2008",0
793,k7r5,ZF,m,2008-06-17,2,,o20o,r16o-r11,2008-09-25,Surgery,,0
801,k8r5,ZF,f,2008-06-17,2,,k7r1,r14w-silver17,2008-08-21,NE,euthanized,0
1528,r5y20,ZF,f,2008-06-17,2,,k7r1,r14w-silver17,2008-08-21,NE,euthanized,0
1757,tweak,ZF,u,2008-06-18,0,,b20r8,,,,,0
101,b17r5,ZF,m,2008-06-22,0,,,,2008-10-27,End of Exp.,"bought from Qualipet on 22.10.08, birthday estimated",0
113,b18r5,ZF,m,2008-06-22,0,,,,2008-11-10,End of Exp.,"bought from Qualipet on 22.10.08, birthday estimated",0
125,b19r5,ZF,m,2008-06-22,0,,,,2008-10-29,End of Exp.,"bought from Qualipet on 22.10.08, birthday estimated",0
323,dJM6f,ZF,u,2008-06-25,4,,silver15,o8p-y8,,,,0
399,g10r4,ZF,m,2008-06-25,4,,silver15,o8p-y8,2008-12-09,End of Exp.,,0
408,g11r4,ZF,m,2008-06-25,4,,silver15,o8p-y8,2008-12-10,Surgery,,0
419,g12r4,ZF,m,2008-06-25,4,,silver15,o8p-y8,2008-12-09,End of Exp.,,0
976,o3r5,ZF,f,2008-06-25,4,,silver15,o8p-y8,2009-08-22,NE,"found in KU on June 15, 2009, michael",0
250,cj3,ZF,m,2008-06-26,7,,g12r2,p10r2,2008-09-01,End of Exp.,,0
383,dJU6Be,ZF,u,2008-06-26,7,,g12r2,p10r2,2008-10-17,NE,,0
429,g13r4,ZF,m,2008-06-26,7,,g12r2,p10r2,2008-10-21,End of Exp.,,0
441,g14r4,ZF,m,2008-06-26,7,,g12r2,p10r2,2009-11-03,End of Exp.,"Georg, Reserved by Claude for HVC Stim.",0
988,o4r5,ZF,u,2008-06-26,7,,g12r2,p10r2,2008-10-02,End of Exp.,possibly 10 days of uncertainty - slipped through into next cage,0
249,cj2,ZF,m,2008-06-30,5,,r2s6,r2y1,2008-08-15,End of Exp.,,0
299,dJM1f,ZF,u,2008-06-30,5,,r2s6,r2y1,2008-08-15,NE,,0
942,o1r5,ZF,f,2008-06-30,5,,r2s6,r2y1,2009-03-20,NE,,0
964,o2r5,ZF,f,2008-06-30,5,2O1,r2s6,r2y1,,,Breeder.,0
1001,o5r5,ZF,f,2008-07-04,0,,g6r1,p9r2,2009-08-22,NE,,0
251,cj4,ZF,m,2008-07-07,3,,p16p-r11,green10,2008-09-08,End of Exp.,,0
355,dJU1d,ZF,u,2008-07-07,3,,p16p-r11,green10,2008-08-13,NE,,0
400,g10r5,ZF,f,2008-07-07,7,,g8r1,k10r2,2009-03-20,NE,possibly 10 days of uncertainty - slipped through into next cage,1
603,g8r5,ZF,m,2008-07-07,7,R5,g8r1,k10r2,,,possibly 10 days of uncertainty - slipped through into next cage. Bilateral cochlear Removed. Reserved by Claude.,0
613,g9r5,ZF,f,2008-07-07,7,,g8r1,k10r2,2008-09-26,End of Exp.,possibly 10 days of uncertainty - slipped through into next cage,0
1011,o6r5,ZF,f,2008-07-07,3,,p16p-r11,green10,2009-01-16,NE,Show girl.,0
1023,o7r5,ZF,f,2008-07-07,1,2M2,r3p-r19o,s11p-yellow8,,,,0
1035,o8r5,ZF,f,2008-07-07,1,M7,r3p-r19o,s11p-yellow8,,,,0
1046,o9r5,ZF,m,2008-07-07,1,,r3p-r19o,s11p-yellow8,2008-10-06,End of Exp.,,0
338,dJO4Bb,ZF,u,2008-07-19,0,,o19r2,r2s20,2008-08-13,NE,,0
544,g3r5,BF,u,2008-07-19,5,A,v-v10,K-K-K209-15,,,,0
556,g4r5,BF,m,2008-07-19,4,R8,v-v10,K-K-K209-15,,,Andreas,0
568,g5r5,BF,u,2008-07-19,0,A,v-v10,K-K-K209-15,,,,0
591,g7r5,ZF,f,2008-07-19,0,,o19r2,r2s20,2009-03-20,NE,,0
512,g1r5,ZF,m,2008-07-23,2,,r3s3,k12r2,2008-10-14,End of Exp.,,0
533,g2r5,ZF,f,2008-07-23,2,A-UR,r3s3,k12r2,,,,1
686,k12r5,ZF,m,2008-07-23,8,,b7r3,p20r3,2008-10-14,End of Exp.,,0
693,k13r5,ZF,f,2008-07-23,8,,b7r3,p20r3,2008-10-22,End of Exp.,,0
699,k14r5,ZF,f,2008-07-23,8,,b7r3,p20r3,2008-11-04,End of Exp.,,0
706,k15r5,ZF,f,2008-07-23,8,,b7r3,p20r3,2008-11-06,End of Exp.,,0
712,k16r4,ZF,f,2008-07-23,8,,b7r3,p20r3,2009-03-23,NE,,0
580,g6r5,ZF,m,2008-07-30,7,,b7r3,p20r3,2008-10-28,Perished,Age uncertain!! Probably up to 10 days correct.,0
245,ch8587,ZF,m,2008-08-07,0,,,,2008-12-04,End of Exp.,bought from qualipet on 07.11.08. birthday estimated (minimum age).,0
252,cj5,ZF,m,2008-08-07,4,,b14r3,r1y17,2008-09-29,Perished,,0
409,g11r5,ZF,f,2008-08-07,4,,b14r3,r1y17,2009-01-09,NE,,0
420,g12r5,ZF,f,2008-08-07,4,,b14r3,r1y17,2008-11-13,End of Exp.,,0
430,g13r5,ZF,m,2008-08-07,4,,b14r3,r1y17,2008-09-10,End of Exp.,,0
1490,r5ch8587,ZF,m,2008-08-07,0,,,,,Surgery,bought from qualipet on 07.11.08. birthday estimated (minimum age).,0
1516,r5-stumpy,ZF,m,2008-08-07,0,,,,2008-11-21,End of Exp.,bought from qualipet on 07.11.08. birthday estimated (minimum age). Lost right leg (before we bought it),0
1517,r5y1,ZF,m,2008-08-07,0,,,,2008-11-25,End of Exp.,bought from qualipet on 07.11.08. birthday estimated (minimum age).,0
1518,r5y10,ZF,m,2008-08-07,0,,,,2008-12-07,End of Exp.,bought from qualipet on 07.11.08. birthday estimated (minimum age).,0
1519,r5y11,ZF,m,2008-08-07,0,,,,2009-08-31,End of Exp.,bought from qualipet on 07.11.08. birthday estimated (minimum age).,0
1520,r5y13,ZF,m,2008-08-07,0,,,,2008-11-12,End of Exp.,bought from qualipet on 07.11.08. birthday estimated (minimum age).,0
1521,r5y14,ZF,m,2008-08-07,0,A-UL,,,,,Breeder. bought from qualipet on 07.11.08. birthday estimated (minimum age).,0
1522,r5y15,ZF,m,2008-08-07,0,2M3,,,,,"bought from qualipet on 07.11.08. birthday estimated (minimum age). Should be a tutor in O4, but is missing now.(Claude 01.05.2009). Found in KM on  May 2009.",0
1523,r5y16,ZF,m,2008-08-07,0,,,,2009-06-25,NE,"bought from qualipet on 07.11.08. birthday estimated (minimum age). may have lost non r5 ring. Not found in KM on 20 June 2009. - Janie. Not found, presumed dead. (-janie, 25.june.2009).",0
1526,r5y19,ZF,m,2008-08-07,0,,,,2009-01-14,Surgery,bought from qualipet on 07.11.08. birthday estimated (minimum age).,0
1527,r5y2,ZF,m,2008-08-07,0,,,,2008-11-14,Surgery,bought from qualipet on 07.11.08. birthday estimated (minimum age).,1
1530,r5y4,ZF,m,2008-08-07,0,,,,2008-11-29,End of Exp.,bought from qualipet on 07.11.08. birthday estimated (minimum age).,0
1531,r5y5,ZF,m,2008-08-07,0,,,,2008-12-01,Perished,bought from qualipet on 07.11.08. birthday estimated (minimum age).,0
1532,r5y6,ZF,m,2008-08-07,0,,,,2008-12-02,End of Exp.,bought from qualipet on 07.11.08. birthday estimated (minimum age).,0
1533,r5y7,ZF,m,2008-08-07,0,,,,2008-12-12,End of Exp.,bought from qualipet on 07.11.08. birthday estimated (minimum age).,0
1534,r5y8,ZF,m,2008-08-07,0,,,,2008-12-03,Surgery,bought from qualipet on 07.11.08. birthday estimated (minimum age).,0
1806,y12red,ZF,m,2008-08-07,0,R8,,,,,"Andreas; bought from qualipet on 07.11.08. birthday estimated (minimum age). Red plastic ring from breeder, number illegible.",0
90,b16r5,ZF,m,2008-08-22,0,,,,2008-11-05,End of Exp.,"bought from Qualipet on 22.10.08, birthday estimated",0
1799,y,ZF,m,2008-08-23,0,,,,2008-10-13,End of Exp.,,0
7,a8-g6r1,ZF,u,2008-09-01,4,,g6r1,p9r2,2008-10-10,End of Exp.,,0
8,a9-g6r1,ZF,m,2008-09-01,4,,g6r1,p9r2,2008-10-13,End of Exp.,,1
886,o15r5,ZF,f,2008-09-01,4,,g6r1,p9r2,2008-11-09,End of Exp.,,0
898,o16r5,ZF,f,2008-09-01,4,,g6r1,p9r2,2009-03-14,NE,Found in ZZ on 22 Feb 2009,0
930,o19r5,ZF,f,2008-09-01,4,M1,g6r1,p9r2,,,,0
815,n2g,ZF,m,2008-09-02,0,,g8r1,k10r2,2008-12-03,End of Exp.,,0
1506,r5s19,ZF,f,2008-09-02,0,,g8r1,k10r2,2008-11-13,End of Exp.,,0
1508,r5s20,ZF,f,2008-09-02,0,A-UL,g8r1,k10r2,,,,0
824,o10r5,ZF,m,2008-09-07,5,,r3s3,k12r2,2009-01-14,End of Exp.,plastic song of this bird on linsrv,0
838,o11r5,ZF,f,2008-09-07,5,,r3s3,k12r2,2009-01-09,NE,,0
850,o12r5,ZF,f,2008-09-07,5,,r3s3,k12r2,2009-01-15,NE,,0
863,o13r5,ZF,f,2008-09-07,5,,r3s3,k12r2,2009-11-06,NE,,0
875,o14r5,ZF,f,2008-09-07,5,,r3s3,k12r2,2009-01-09,NE,,0
1529,r5y3,ZF,m,2008-09-07,0,,,,2008-12-21,NE,bought from qualipet on 07.11.08. birthday estimated (minimum age).,0
1498,r5s1,ZF,f,2008-09-10,4,2O2,g13p-purple20,p14b-r16,,,,0
1507,r5s2,ZF,f,2008-09-10,4,,g13p-purple20,p14b-r16,2009-08-22,NE,,0
1509,r5s3,ZF,f,2008-09-10,4,,g13p-purple20,p14b-r16,2008-11-18,End of Exp.,,0
1510,r5s4,ZF,f,2008-09-10,4,2U1,g13p-purple20,p14b-r16,,,Breeder.,0
1511,r5s5,ZF,f,2008-09-10,4,,b7r3,p20r3,2009-01-15,NE,,0
1512,r5s6,ZF,m,2008-09-10,4,,b7r3,p20r3,2008-11-22,End of Exp.,,0
1513,r5s7,ZF,f,2008-09-10,4,,b7r3,p20r3,2008-11-20,End of Exp.,,0
1514,r5s8,ZF,m,2008-09-10,4,,b7r3,p20r3,2008-12-11,End of Exp.,,1
1515,r5s9,ZF,m,2008-09-10,4,,b7r3,p20r3,2009-01-12,End of Exp.,,0
1080,p12r5,ZF,m,2008-09-14,6,,k13r2,red5,2009-06-09,End of Exp.,"Batch from M4 and M4B mixed, unsure if parents are correct // reserved for michael",0
1091,p13r5,ZF,f,2008-09-14,6,O4,k13r2,red5,,,"Breeder. Batch from M4 and M4B mixed, unsure if parents are correct.",0
