ID;Bird;Exp Name;Start Date;End Date;Setup;Data On;Backup On;PI;SG;Comment
1083;r12p-y7o;SR;02.06.2009;08.06.2009;;;;Michael;0;
1084;b14r7;SR;02.06.2009;08.06.2009;;;;Michael;0;bird did not sing
1085;o1r7;SR;02.06.2009;08.06.2009;;;;Michael;0;
1086;g14r5;Texas Red Injection into Area X;02.06.2009;02.06.2009;;;;Michael;2;
1087;g14r5;TPLSM;03.06.2009;03.06.2009;;;;Michael;1;
1088;k3r5;TPLSM;09.03.2009;09.03.2009;;;;Michael;1;
1089;p12r5;tracer injection;07.06.2009;07.06.2009;;;;Michael;2;texas red -> area x // cascade blue -> ra
1090;b7r5;SR;02.06.2009;08.06.2009;;;;Michael;0;
1091;g13p-purple20;SR;08.06.2009;15.06.2009;;;;Michael;0;
1092;o5r6;SR;08.06.2009;15.06.2009;;;;Michael;0;
1093;b13r3;SR;08.06.2009;15.06.2009;;;;Michael;0;
1094;k5r5;Tracer Injection;08.06.2009;08.06.2009;;;;Michael;2;Texas Red into Area X
1095;r12p-y7o;Tracer Injection;09.06.2009;09.06.2009;;;;Michael;2;Texas Red into Area X
1096;p11r6;AVV injection;09.06.2009;20.07.2009;;;;Moritz;2;
1097;b4r6;aav 2/5 inj;09.06.2009;29.06.2009;;;;moritz;2;
1098;p6r4;AAV injection 2/1;10.06.2009;29.06.2009;;;;Moritz;2;
1099;g7r8;Zenk expr, man. pert.;11.06.2009;09.06.2009;;;;Patrick;1;
1100;g10r8;Zenk expr. autom. perturb.;11.06.2009;09.06.2009;;;;Patrick;1;
1101;g20r5;Tracer injection;11.06.2009;16.06.2009;;;;Daniele;2;X, r: Af488, X, l: Ly, RA, r: ly, RA, l: fr
1102;p8r4;aav inj 2/9 diluted;11.06.2009;29.06.2009;;;;Moritz;2;
1103;b9r5;QD injection;12.06.2009;19.06.2009;;;;Daniele;2;
1104;p16r5-michi;SR;15.06.2009;15.06.2009;;;;Michael;0;
1105;b18r7;SR;16.06.2009;24.06.2009;;;;Michael;0;
1108;p1s1;SR;16.06.2009;23.06.2009;;;;Michael;0;
1109;r8s5;SR;16.06.2009;24.06.2009;;;;Michael;0;bird did not sing reasonable song
1110;b7r5;Tracer Injection;16.06.2009;16.06.2009;;;;Michael;2;Texas Red into Area X
1111;g13p-purple20;Tracer Injection;16.06.2009;16.06.2009;;;;Michael;2;Texas Red into Area X
1112;b1b2;SR;17.06.2009;24.06.2009;;;;Michael;0;
1113;k8r7;Perfusion practice;17.06.2009;17.06.2009;;;;Janie;1;Improved perfusion technique.
1114;o16r6;Perfusion Practice;17.06.2009;17.06.2009;;;;Janie;1;Improved perfusion technique.
1115;r8s2;Perfusion Practice;17.06.2009;17.06.2009;;;;Janie;1;Improved perfusion technique.
1116;r8s3;Perfusion Practice;17.06.2009;17.06.2009;;;;Janie;1;Improved perfusion technique.
1117;red5;Perfusion Practice;17.06.2009;17.06.2009;;;;Janie;1;Improved perfusion technique.
1118;p17r2;Quadruplet Recording;18.06.2009;18.06.2009;AS;Zing;;Janie;1;made some successful recordings, beware of cross talk
1119;k5r5;TPLSM;10.06.2009;10.06.2009;;;;Michael;0;
1120;r12p-y7o;TPLSM;11.06.2009;12.06.2009;;;;Michael;1;
1121;p12r5;TPLSM;09.06.2009;09.06.2009;;;;Michael;1;
1122;b7r5;TPLSM;17.06.2009;17.06.2009;;;;Michael;1;
1123;g13p-purple20;TPLSM;19.06.2009;18.06.2009;;;;Michael;1;
1124;o1r7;Tracer Injection;19.06.2009;19.06.2009;;;;Michael;2;Texas Red into Area X
1125;p16r5-michi;Tracer Injection;20.06.2009;20.06.2009;;;;Michael;2;Texas Red into Area X
1126;p14k;SR;20.06.2009;26.06.2009;IS6;;;Janie;0;
1127;b10r3;SR;20.06.2009;24.06.2009;IS8;;;Janie;0;
1128;p7r6;SR;20.06.2009;24.06.2009;IS4;;;Janie;0;
1129;b13r3;Tracer Injection;22.06.2009;22.06.2009;;;;Michael;2;Texas Red into Area X
1130;y16p-s2;SR;20.06.2009;24.06.2009;IS1;;;Janie;0;
1131;yellow20;Quadruplet Recording;23.06.2009;23.06.2009;AS;Zing;;Janie;1;Changed coordinates, looking for L2a
1132;p16r5-michi;TPLSM;23.06.2009;23.06.2009;;;;Michael;2;
1133;b16r7;Perfusion Practice;24.06.2009;24.06.2009;;;;Janie;1;Improved perfusion technique
1134;b6r7;Perfusion Practice;24.06.2009;24.06.2009;;;;Janie;1;Improved perfusion technique
1135;r6s8;Perfusion Practice;24.06.2009;24.06.2009;;;;Janie;1;Improved perfusion technique
1136;r7y3;Perfusion Practice;24.06.2009;24.06.2009;;;;Janie;1;Improved perfusion technique
1137;r8s1;Perfusion Practice;24.06.2009;24.06.2009;;;;Janie;1;Improved perfusion technique
1138;r6y12;Quadruplet Recording;25.06.2009;25.06.2009;AS;Zing;;Janie;1;More L2a recordings.
1139;r5s14;r5s14 AAV inection 2/1 sc;25.06.2009;14.07.2009;;;;Moritz;2;
1140;g9r6;AAV injection 2/1sc;25.06.2009;14.07.2009;;;;Moritz;2;
1141;o5r6;AAV injection 2/9 sc;26.06.2009;14.07.2009;;;;Moritz;2;
1143;r6y11;Quadruplet recording;30.06.2009;30.06.2009;AS;Zing;;Janie;1;the quest for L2a
1144;r7s3;SR;03.07.2009;10.07.2009;;;;Michael;0;
1145;r8s5;jumber test surgery;29.06.2009;29.06.2009;;;;Alexei;2;
1146;r7s5;SR;03.07.2009;10.07.2009;;;;Michael;0;
1148;o8r7;SR;03.07.2009;10.07.2009;;;;Michael;0;
1149;red11;SR;03.07.2009;07.07.2009;;;;Michael;0;
1150;b13r3;tplsm;24.07.2009;24.06.2009;;;;Michael;1;
1151;o1r7;tplsm;21.06.2009;21.06.2009;;;;Michael;1;
1152;b1b2;Tracer Injection;06.07.2009;06.07.2009;;;;Michael;2;Texas Red into Area X
1153;p11r5;Tracer Injection and Zenk expression;01.07.2009;07.07.2009;;;;Patrick;2;
1154;b18r7;Tracer Injection;06.07.2009;06.07.2009;;;;Michael;2;
1155;b16r6;SR;06.07.2009;22.07.2009;E8;;;Claude;0;
1156;r6y10;SR;07.07.2009;10.07.2009;;;;Michael;0;
1157;red11;Tracer Injection;07.07.2009;07.07.2009;;;;Michael;2;Texas Red into Area X
1158;b6r5;Song and Video recording;07.07.2009;25.07.2009;E7;;;Alexei;0;
1159;b11r7;Sound and video recording;07.07.2009;01.08.2009;E6;;;Alexei;0;
1160;g4r6;Tracer injection;07.07.2009;12.07.2009;;;;Daniele;2;
1161;b1b2;tplsm;07.07.2009;07.07.2009;;;;Michael;1;crappy imaging quality ..
1162;red11;tplsm;09.07.2009;09.07.2009;;;;Michael;1;
1163;b18r7;tplsm;08.07.2009;08.07.2009;;;;Michael;1;
1164;o7r7;Tracer injection bilateral;13.07.2009;20.07.2009;;;;Moritz;2;FR and LUYE - X and RA alternating on other side
1165;r5y9;Tracer inhjection;15.07.2009;20.07.2009;;;;Moritz;2;inj into X and RA with FR 10000 and LuYe
1166;g14r8;Zenk expression, time-locked perturbation;16.07.2009;16.07.2009;;;;Patrick;1;
1167;o3r8;SR;16.07.2009;21.07.2009;IS2;Zing;;Janie;0;
1168;r5s12;SR;16.07.2009;21.07.2009;;;;Janie;0;
1169;cj11;song recording;16.07.2009;20.07.2009;E3;;;Joshua;1;died during surgery, no bleeding, probably due to anestesia
1170;b11r5;SR & BOS Exp.;16.07.2009;27.07.2009;IS7;;;Claude;1;
1171;b10r5;SR & BOS Exp.;16.07.2009;24.07.2009;AS;;;Claude;1;
1172;g1r6;Microdialysis - RA - 45 degrees;19.07.2009;28.07.2009;E1;;;Janie;1;First microdialysis penetration attempt into RA, 45 degree angle.
1173;b1r8;stimRAmdLMAn;21.07.2009;06.08.2009;E3;;;Joshua;2;
1174;o3r5;showgirl;21.07.2009;25.07.2009;E3;;;Joshua;0;
1175;r5s12;Bilateral RA Microdialysis Implantation;22.07.2009;28.07.2009;E1;;;Janie;1;"Right Hemishpere Coordinates - 65 head angle, 45 penetration angel, DV = 2.5 mm; Left Hemisphere Coordinates - 98 head angle, 12 penetration angle, DV = 2.37 mm."
1176;r7s2;Zenk protein expression;22.07.2009;28.07.2009;;;;Patrick;2;22.07.2009 tracer injected in CLM and HVC
1177;p8r6;Test Diazepam;23.07.2009;23.07.2009;;;;Claude;0;
1178;y16p-s2;Bilateral RA Microdialysis Implantation;23.07.2009;28.07.2009;;;;Janie;1;"Setup E9; RH - DV 2.3 mm; LH  - DV = 2.59 mm"
1179;o2r7;Tracer injection X and RA bil LuYe and FR;24.07.2009;03.09.2009;;;;Moritz;2;
1180;r8y3;ncm-Lesion;24.07.2009;30.07.2009;IS5;;;Andreas;1;control bird
1182;r8y1;ncm-Lesion;24.07.2009;07.11.2009;IS6;;;Andreas;1;perfusion on Nov. 7th
1183;r8y2;ncm-Lesion;24.07.2009;25.07.2009;IS4;;;Andreas;1;found dead in cage
1184;o3r8;sound and video recording;21.07.2009;31.08.2009;E7;;;Alessandro;0;
1185;b6r8;SR;27.07.2009;29.07.2009;IS2;;;Andreas;1;recording for ncm-experiment
1186;r7p1;SR;27.07.2009;31.07.2009;E4;;;Andreas;1;for ncm experiment of b6r8
1187;o8r7;Tracer Injection;28.07.2009;28.07.2009;;;;Michael;2;Texas Red -> Area X // Cascade Blue -> RA
1188;b16r6;SR & Acute Exp.;28.07.2009;03.08.2009;IS7;;;Claude;1;
1189;b6r5;SR &  Acute Exp.;28.07.2009;07.08.2009;IS3;;;Claude;0;
1190;b10r3;Bilateral Microdialysis - RA;28.07.2009;25.08.2009;;;;Janie;0;End of exp, but probes are still working.
1191;p14k;SR / Microdialysis LMAN;28.07.2009;18.08.2009;E1;;;Janie;1;Microdialysis probe became clogged
1192;p7r6;Microdialysis LMAN;28.07.2009;09.10.2009;;;;Janie;1;Setup E9 - Mucho data
1193;b6r8;ncm-MD;29.07.2009;30.07.2009;E4;;;Andreas;1;found bird dead in cage
1194;b15r8;HVC stimulation;29.07.2009;21.09.2009;E5;;;Alexei;0;
1195;b8r8;SR;31.07.2009;07.08.2009;E4;;;Andreas;1;preparation for MD-NCM, bird was too old to implant before retreat
1196;r7s3;Tracer Injection;04.08.2009;04.08.2009;;;;Michael;2;Texas Red into Area X
1197;r7s5;Tracer Injection;05.08.2009;05.08.2009;;;;Michael;2;Texas Red into Area X
1198;p2s2;AAV2.5 injection left ra X ri:hvc;05.08.2009;;;;;Moritz;2;
1199;b14r7;AF 488 injection;06.08.2009;17.08.2009;;;;Daniele;2;X right, RA left
1200;r7s3;tplsm;06.08.2009;06.08.2009;;;;Michael;1;
1201;p10r6;AAV2/5sc;07.08.2009;01.10.2009;;;;Daniele;2;
1202;o14r8;SR & BOS Exp.;07.08.2009;18.08.2009;IS3;;;Claude;1;
1203;r7s5;tplsm;07.08.2009;08.08.2009;;;;Michael;1;
1204;r5y11;SR & BOS Acute.;08.08.2009;31.08.2009;;;;Claude;1;
1205;b14r3;SR;16.08.2009;19.08.2009;E4;;;Andreas;1;for NCM-MD
1206;b8r7;Pitch Shifting;08.09.2009;22.09.2009;IS2;;;Gokcen;0;
1207;b8r7;SR - Microphone Test;19.08.2009;20.08.2009;;;;Gokcen;0;Setup: E10, Data: zuhoch
1208;p1r8;SR;19.08.2009;20.08.2009;E4;;;Andreas;1;
1209;p2r8;ncm-MD;19.08.2009;04.09.2009;E1;;;Andreas;1;
1210;p11k-ch900;SR / LMAN Microdialysis;19.08.2009;04.09.2009;;;;Janie;1;"Setup: E9; Data: zuhoch - Perished while injecting TTX."
1211;k7r2;SR / LMAN Microdialysis;19.08.2009;30.09.2009;;;;Janie;1;"Setup: IS4 / E.10.; Data: Injected ttx into brain on 25 sept"
1212;o2r3;SR;19.08.2009;22.08.2009;IS2;;;Claude;1;
1213;r7y11;2.5 sc injection;20.08.2009;;;;;Moritz;2;
1214;p1r8;ncm-MD;20.08.2009;20.08.2009;;;;Andreas;1;bird died at end of surgery.
1215;p3r8;SR;20.08.2009;21.08.2009;E4;;;Andreas;1;
1216;o4r7;AAV 2/5 sc injection;22.08.2009;;;;;Moritz;2;
1218;p3r8;ncm-MD;21.08.2009;29.08.2009;E4;;;Andreas;1;motor did not move anymore. EOE.
1219;g1r3;HVC Stim.;25.08.2009;02.11.2009;E2;;;Claude;1;
1220;b8r8;SR;28.08.2009;03.11.2009;;;;Claude;0;
1221;g2r8;Tracer injection 4x monolat. Right;26.08.2009;07.09.2009;;;;Moritz;2;
1222;p1r5;Search for Uva and Nif;30.08.2009;30.08.2009;;;;Moritz;1;
1223;p20r8;sr;03.09.2009;23.09.2009;E7;;;alessandro;0;
1224;r8s10;Uva search electrophysiology;01.09.2009;01.09.2009;;;;Moritz;1;
1225;k14r6;Acute Exp.;03.09.2009;03.09.2009;;;;Claude;1;
1226;p2r6;Female Model;07.09.2009;07.09.2009;;;;Janie;0;
1227;p14r8;Pitch Shifting;08.09.2009;30.10.2009;IS8;;;Gokcen;0;
1228;r6y10;Tracer Injection;24.07.2009;24.07.2009;;;;Michael;2;Texas Red into Area X
1229;r6y10;tplsm;28.07.2009;28.07.2009;;;;Michael;1;
1230;o8r7;tplsm;30.07.2009;30.07.2009;;;;Michael;1;
1231;b1r5;Tracer injection and burns at UVA;10.09.2009;15.09.2009;;;;Moritz;2;
1232;p11r8;search for UVA;09.09.2009;09.09.2009;;;;Moritz;1;
1233;p12r8;search for UVA (burns);04.09.2009;04.09.2009;;;;Moritz;1;
1234;b5r8;SR;15.09.2009;18.09.2009;IS5;;;Janie;0;
1235;g20r8;SR;06.09.2009;22.11.2009;;;;Janie;0;Setup: E8
1236;g18r8;StimRA, MDlMAN;15.09.2009;14.09.2009;E3;Zutty2;;Joshua;2;StimRA, MDlMAN
1237;p2r5;song recording;18.09.2009;22.09.2009;E4;;;Joshua;0;stupid song
1238;b5r8;Filed L - Computational Neuroscience;18.09.2009;18.09.2009;AS;;;Janie;1;We got auditory responses in this bird, even though it was isolated as a juvenile!
1239;r6s12;showgirl;22.09.2009;24.09.2009;E3;;;Joshua;0;
1240;o1r8;Acute Uva search;25.09.2009;05.10.2009;;;;Moritz;2;
1241;o7r8;4 tracer injection!;30.09.2009;30.09.2009;;;;Moritz;1;
1242;o2r8;4 Tracer injection with electrophys;04.10.2009;07.10.2009;;;;Moritz;3;Experiment was aborted 3 days post op. because of bad conditions.
1243;o19r8;Uva, Nif, RA, X injection (setup 2);08.10.2009;19.10.2009;;;;Moritz;2;
1244;r8y4;Uva, Nif, X, RA injection;22.10.2009;26.10.2009;;;;Moritz;2;
1245;p5r8;SR;28.10.2009;04.11.2009;;;;Michael;0;
1246;r8s9;SR;28.10.2009;08.11.2009;;;;michael;0;
1247;r7s7;SR;28.10.2009;04.11.2009;;;;Michael;0;
1248;r8y17;UVA, NIF, RA, X;30.10.2009;09.11.2009;;;;Moritz;2;
1249;b20r8;4 injections;27.10.2009;02.11.2009;;;;moritz;2;
1250;k16r8;SR;02.11.2009;12.11.2009;IS7;;;Andreas;0;bird didn't sing
1251;y12red;SR;02.11.2009;06.11.2009;E4;;;Andreas;0;
1252;r8y9;SR;02.11.2009;06.11.2009;E3;;;Andreas;0;
1253;r8y11;SR;02.11.2009;06.11.2009;IS8;;;Andreas;0;
1254;o3r3;HVC Stim.;25.08.2009;02.11.2009;E2;;;Claude;1;
1255;o1r3;HVC Stim.;02.09.2009;02.11.2009;;;;Claude;1;
1256;p17r4;SR & Screw implant for Acute Exp.;03.11.2009;27.11.2009;IS3;;;Claude;1;Didn't sing well after screw implantation.
1257;k4r8;SR;04.11.2009;08.11.2009;;;;Michael;0;
1258;k17r8;SR;04.11.2009;13.11.2009;;;;Michael;0;
1259;r7s7;tracer injection / head plate mount;04.11.2009;04.11.2009;;;;Michael;0;texas red into area x
1260;g20r10;NCM-lesion;06.11.2009;12.11.2009;;;;Andreas;0;Unilateral ibotanic acid injection
1261;g7r10;NCM-lesion;06.11.2009;07.11.2009;;;;Andreas;0;injected ibutanic acid, perfuesed animal on 7th.
1263;k1r8;tracer experiment;06.11.2009;;;;;Moritz;2;
1264;r8s9;5 color injection;10.11.2009;10.11.2009;;;;Moritz;1;Bird died under anestesia
1265;r10s10;NCM-lesion;10.11.2009;17.11.2009;;;;Andreas;0;Bilateral Ibotenic Acid Injection
1266;g6r10;NCM-lesion;11.11.2009;17.11.2009;;;;Andreas;0;NCM- sham injection - Bilateral injection of Cascade Blue in Ringer's Solution
1267;g19r10;NCM-lesion;10.11.2009;17.11.2009;;;;Andreas;0;NCM- sham injection - Bilateral injection of Cascade Blue in Ringer's Solution
1268;g20r10;perfusion;12.11.2009;12.11.2009;;;;Andreas;0;
1269;p10r5;perfusion;12.11.2009;12.11.2009;;;;Michel;0;
1270;r6s12;perfusion;12.11.2009;12.11.2009;;;;Michel;0;
1271;r7y2;perfusion;12.11.2009;12.11.2009;;;;Michel;0;
1272;p5r8;tracer injection and mounting head post;09.11.2009;09.11.2009;;;;Michael;0;texas red into areax
1273;p5r8;tplsm;13.11.2009;13.11.2009;;;;Michael;0;
1274;r7s7;tpslm;07.11.2009;07.11.2009;;;;Michael;0;
1275;r6s4;ncm-lesion;16.11.2009;04.12.2009;;;;Andreas;0;ibutanic acid & electrolytic lesions
1276;p10r10;NCM-lesion;16.11.2009;23.11.2009;IS8;;;Andreas;0;
1277;p11r10;NCM-lesion;16.11.2009;23.11.2009;IS5;;;Andreas;0;
1278;p12r10;NCM-lesion;16.11.2009;23.11.2009;IS7;;;Andreas;0;
1279;p13r10;NCM-lesion;16.11.2009;23.11.2009;IS4;;;Andreas;0;
1280;g4r5;SR;17.11.2009;12.12.2009;E4;;;Andreas;1;
1281;p19r8;MD Field L;25.09.2009;06.10.2009;E3;;;Joshua;2;not successful
1282;r8s15;Song perturbation by El. stim.;23.09.2009;19.11.2009;E5;;;Alexei;0;
1283;g2r10;Song development pert by El. Stim;02.10.2009;27.11.2009;E6;;;Alexei;0;
1284;k10r8;Song dev perturb by El stim;23.09.2009;19.11.2009;E7;;;Alexei;0;
1285;g3r10;Song development pert by El. Stim;02.10.2009;27.11.2009;E10;;;Alexei;0;
1286;b8r7;SR & HVC Stim.;24.11.2009;23.12.2009;E2;;;Claude;1;
1287;r3y1;As a show girl;24.11.2009;08.01.2009;;;;Claude;0;
1289;k5r8;test surgery;24.11.2009;25.11.2009;;;;Joergen;2;first test surgery.
1290;g9r10;5 Tracer injection;27.11.2009;27.11.2009;;;;Moritz;1;
1291;s5y11;SR & Acute Exp.;27.11.2009;04.12.2009;AS;;;Claude;1;
1292;r10s13;SR;30.11.2009;07.12.2009;;;;michael;0;good song
1293;p14r8;SR;30.11.2009;07.12.2009;;;;michael;0;
1294;o4r8;5  color tracer injection;19.11.2009;01.12.2009;;;;Moritz;2;
1295;o18r7;test surgery and ephys test;02.12.2009;02.12.2009;;;;Joergen;2;
1296;r10y8;test surgery, e phys;04.12.2009;04.12.2009;;;;Joergen;2;
1297;g16r10;HSV-1 bilateral;07.12.2009;08.12.2009;;;;Daniele;2;left CMV, right 1alpha, both x and ra, same quantity as AAV. Survival 20h.
1298;r10s14;SR;07.12.2009;15.12.2009;;;;Michael;0;
1299;r10s1;SR;07.12.2009;15.12.2009;;;;Michael;0;
1300;k16r8;HSV-1;07.12.2009;10.12.2009;;;;Daniele;2;same as g16r10. Survival 72h.
1301;g10r10;HSV1 RA;09.12.2009;10.12.2009;;;;Daniele;2;same as first two animals. Survival 28h.
1302;r10y15;test stimulation elect. Implantation;10.12.2009;10.12.2009;;;;Joergen;2;
1303;p16r8;5 color injection;01.12.2009;16.12.2009;;;;Moritz;2;
1304;p18r10;stimulation and ephys;18.12.2009;18.12.2009;;;;Joergen;2;
1305;b17r10;virus injection;18.12.2009;18.12.2009;;;;Michael;2;CAG YC3.60
1306;p3r10;virus injection;22.12.2009;22.12.2009;;;;michael;1;CAG YC3.60
1307;r10y12;virus injection;22.12.2009;22.12.2009;;;;michael;2;CAG YC3.60
1308;b4r10;virus injection;22.12.2009;22.12.2009;;;;michael;0;CAG YC3.60
1309;g17r10;Record song;23.12.2009;;E8;;;Richard;0;
1310;p14r10;Connector Implant;23.12.2009;03.01.2010;E8;;;Richard;0;Implantation of omnectics connector serving as holder of microphone
1311;k11r10;Control for song development;27.12.2009;;E6;;;Alexei;0;
1312;r11s5;SR;03.01.2010;09.01.2010;IS7;;;Andreas;0;
1313;r11s4;SR;03.01.2010;09.01.2010;IS5;;;Andreas;0;
1314;r7y7;SR - Isolated Song;03.01.2010;08.01.2010;IS2;;;Janie;0;
1315;r7y5;SR - Isolated Song;03.01.2010;18.01.2010;IS4;;;Janie;0;
1316;g3r10;SR - Isolated Song;04.01.2010;08.01.2010;IS8;;;Janie;0;
1317;b19r10;SR - TTX in LMAN;04.01.2010;;E1;;;Janie;0;
1318;p3r10;SR;04.01.2010;12.01.2010;;;;michael;0;
1319;b4r10;SR;04.01.2010;12.01.2010;;;;michael;0;
1320;b17r10;SR;04.01.2010;12.01.2010;;;;michael;0;
1321;k11r8;5 Tracer injection;06.01.2010;14.01.2010;;;;Moritz;2;
1322;b13r10;HVC injection for CM location;07.01.2010;11.01.2010;;;;Moritz;2;
1323;b2r10;hsv-1 injection in HVC;07.01.2010;11.01.2010;;;;Daniele;2;Injection on 08.01 in the morning, perfusion on 11.01 also in the morning. Ef1alhpa promoter left and right, RA, each 2 injections at 3 different depths. For array tomography.
1324;b10r7;SR;08.01.2010;;E2;;;Claude;0;
1325;r10s16;SR;08.01.2010;13.01.2010;IS8;;;Janie;0;Bird died in ISO chamber during SR
1326;purple022;SR;08.01.2010;18.01.2010;IS2;;;Janie;0;
1327;b11r10;Recording in NIf;11.01.2010;;;;;Joergen;0;
1328;p13r8;pitch shift;12.01.2010;12.02.2010;;;;;0;
1329;g15r10;HSV-1 for array tomography;12.01.2010;15.01.2010;;;;Daniele;2;L CMV, right ef 1alpha, RA and X
1330;r10y12;tplsm;07.01.2010;07.01.2010;;;;michael;1;
1332;r10s20;virus injection;14.01.2010;14.01.2010;;;;Michael;2;CAG GCamP4
1333;p16r10;virus injection;14.01.2010;14.01.2010;;;;michael;2;GECI - CAG GCamP4
1334;o13r10;surgery practice;28.11.2009;19.12.2009;R4;;;alessandro;0;opened the dura, practiced inserting a hook. Bird recovered completely
1335;r11s5;ncm-lesion;09.01.2010;;IS7;;;Andreas;1;
1336;r11s4;ncm-lesion;09.01.2010;;IS5;;;Andreas;1;
1339;p14r10;Record Song;07.01.2010;13.01.2010;E8;;;Richard;0;Move from R7 to E8 to record song
1340;p14r10;Record Song;15.01.2010;15.01.2010;E8;;;Richard;0;Move it to E8 from 2 to 4 pm, and put it back to an isolated cage on the top of R2
1341;p14r10;Record Song;17.01.2010;17.01.2010;E8;;;Richard;0;Move it to E8 from 3 to 4 pm, and put it back to an isolated cage on the top of R2
1345;purple022;SR-LMAN Microdialysis;23.01.2010;;IS2;;;Janie;0;
1346;r10y5;Implanted michead;08.01.2010;08.01.2010;E8;;;Richard;0;Implantation of omnectics connector serving as holder of microphone
1347;r10y5;Song Recording;17.01.2010;23.01.2010;E8;;;Richard;0;Move from R4 to E8 and record song
1348;r10y3;Tracer/Virus injection 24h;26.01.2010;26.01.2010;;;;Moritz;2;
1349;b17r10;tplsm;22.01.2010;22.01.2010;;;;michael;1;
1350;o16r10;virus injection;18.12.2009;18.12.2009;;;;michael;2;CAG YC3.60
1351;o16r10;tplsm;15.01.2010;15.01.2010;;;;michael;1;
1352;p14r10;Record Song;28.01.2010;28.01.2010;E8;;;Richard;0;Move it to E8 from 1:25 to 4 pm, and put it back to an isolated cage on the top of R2
