Birdname;Species;Sex;Birthday;Uncertainty;Cage;Father;Mother;Date of death;Cause of death;Comment;Reserved
o5k-s17;ZF;M;10.01.2006;0;;silver17;blue10;11.08.2006;End of Exp.;the bird has some sheets and data with the name o15k or even o25k.;FALSE
o5o6;ZF;M;11.04.2007;3;;red16;g18k-y6;14.08.2007;End of Exp.;;FALSE
o5o-r14;ZF;F;12.06.2006;0;;red14;red2;16.02.2007;Given away;Given Away to Marianne;FALSE
o5p-silver17;ZF;;04.11.2006;2;;silver17;blue10;16.02.2007;Given away;Given Away to Marianne;FALSE
o5r1;ZF;M;25.06.2007;1;;p11k-ch900;b20o-ch900;05.10.2007;End of Exp.;;FALSE
o5r10;ZF;M;06.08.2009;7;M3;;;;;bought from Erika Bolliger on November 6th 09, michael;FALSE
o5r2;ZF;F;17.08.2007;3;;r12p-y7o;o8p-y8;01.11.2007;Given away;Given away to Johanna;FALSE
o5r3;ZF;M;25.12.2007;2;;r7g-yellow8;o1r1;13.06.2008;End of Exp.;;FALSE
o5r4;ZF;F;19.04.2008;5;;silver15;o8p-y8;21.08.2008;NE;euthanized;FALSE
o5r5;ZF;F;04.07.2008;0;;g6r1;p9r2;22.08.2009;NE;;FALSE
o5r6;ZF;M;26.09.2008;0;;b14r3;r1y17;14.07.2009;End of Exp.;;FALSE
o5r7;ZF;;06.02.2009;2;;s17o;r7g-yellow8;28.04.2009;NE;white;FALSE
o5r8;ZF;M;01.04.2009;7;O1;;;;;bought from qualipet on July 13th 2009, michael;FALSE
o6o-r12k;ZF;M;02.06.2006;0;;r12k-ch900;g4k;03.05.2007;End of Exp.;;FALSE
o6p-y8;ZF;M;31.10.2006;0;;yellow8;g5k;01.02.2007;End of Exp.;;FALSE
o6r1;ZF;F;11.06.2007;3;;yellow1;green12;01.11.2007;Given away;Given away to Johanna;FALSE
o6r2;ZF;M;28.08.2007;0;;red16;g18k-y6;01.11.2007;Given away;Given away to Johanna;FALSE
o6r3;ZF;F;25.12.2007;2;;r7g-yellow8;o1r1;09.06.2008;Given away;Given away to Johanna on 09.06.08;FALSE
o6r4;ZF;F;19.04.2008;5;;silver15;o8p-y8;;;;FALSE
o6r5;ZF;F;07.07.2008;3;;p16p-r11;green10;16.01.2009;NE;Show girl.;FALSE
o6r6;ZF;M;26.09.2008;0;;b14r3;r1y17;12.03.2009;End of Exp.;;FALSE
o6r7;ZF;F;21.01.2009;3;A-UR;b15r5;o5r5;;;;FALSE
o7k-y14;ZF;F;25.12.2005;0;;yellow14;blue2;08.09.2006;End of Exp.;Used as showgirl. Killed for anatomical study. Found oval window beautifully.;FALSE
o7o8;ZF;F;12.04.2007;4;;b8o-p11k;r2b-o3;24.07.2007;Given away;Given away to Johanna;FALSE
o7o-p20;ZF;F;10.07.2006;0;;purple20;purple13;21.09.2006;End of Exp.;Test surgery for locating the DM.;FALSE
o7p-y8;ZF;M;31.10.2006;0;;yellow8;g5k;05.02.2007;End of Exp.;;FALSE
o7r1;ZF;M;25.06.2007;3;;p14k-p2;purple8;15.05.2008;End of Exp.;;FALSE
o7r10;ZF;M;06.08.2009;7;E11;;;;;bought from Erika Bolliger on November 6th 09, michael;FALSE
o7r2;ZF;;29.08.2007;8;;s17o;green10;01.11.2007;Given away;Given away to Johanna;FALSE
o7r3;ZF;F;09.12.2007;2;;b8o-p11k;s13p-yellow8;02.09.2008;End of Exp.;there is also a male ringed with o7r3, its database entry and thus its name is o7r3-b;FALSE
o7r3-b;ZF;M;14.04.2008;6;;b8o-p11k;s13p-yellow8;16.07.2008;End of Exp.;;FALSE
o7r5;ZF;F;07.07.2008;1;2M2;r3p-r19o;s11p-yellow8;;;;FALSE
o7r6;ZF;F;17.10.2008;2;;p17r2;b13r4;09.01.2009;NE;;FALSE
o7r7;ZF;M;21.01.2009;3;;b15r5;o5r5;15.07.2009;End of Exp.;;FALSE
o7r8;ZF;M;01.04.2009;7;;;;30.09.2009;End of Exp.;bought from qualipet on July 13th 2009, michael;FALSE
o8k-y6;ZF;M;05.01.2006;0;;yellow6;;22.01.2008;End of Exp.;Song: A-B-B-C. Reserved by Claude.;FALSE
o8o-s3k;ZF;F;02.06.2006;0;;s3k-y8;g1k;06.10.2006;NE;;FALSE
o8p-y8;ZF;F;31.10.2006;0;KU;yellow8;g5k;;;;FALSE
o8r1;ZF;F;07.07.2007;5;;red11;p3o-sb;21.09.2007;End of Exp.;;FALSE
o8r10;ZF;M;06.08.2009;7;2O3;;;;;bought from Erika Bolliger on November 6th 09, michael;FALSE
o8r2;ZF;F;29.08.2007;8;;s17o;green10;01.11.2007;Given away;Given away to Johanna;FALSE
o8r3;ZF;F;09.12.2007;2;;b8o-p11k;s13p-yellow8;;;bird is missing in cage on June 15, 2009, michael;FALSE
o8r4;ZF;M;14.04.2008;6;;b8o-p11k;s13p-yellow8;14.09.2008;End of Exp.;;FALSE
o8r5;ZF;F;07.07.2008;1;O2;r3p-r19o;s11p-yellow8;;;;FALSE
o8r6;ZF;M;17.10.2008;2;;p17r2;b13r4;06.03.2009;End of Exp.;;FALSE
o8r7;ZF;M;21.01.2009;3;;b15r5;o5r5;30.07.2009;End of Exp.;Found in KM on 20 June 2009. - Janie;FALSE
o8r8;ZF;M;01.04.2009;7;O5;;;;;bought from qualipet on July 13th 2009, michael;FALSE
o9o10;ZF;F;12.04.2007;4;;b8o-p11k;r2b-o3;21.08.2008;NE;euthanized;FALSE
o9o-s3k;ZF;F;02.06.2006;0;;s3k-y8;g1k;06.10.2006;NE;;FALSE
o9p-y8;ZF;M;30.10.2006;0;;yellow8;g5k;15.02.2007;End of Exp.;;FALSE
o9r1;ZF;F;07.07.2007;5;;red11;p3o-sb;01.11.2007;Given away;Given away to Johanna;FALSE
o9r2;ZF;M;29.08.2007;8;;s17o;green10;01.11.2007;Given away;Given away to Johanna;FALSE
o9r3;ZF;F;09.12.2007;2;;b8o-p11k;s13p-yellow8;09.06.2008;Given away;Given away to Johanna on 09.06.08;FALSE
o9r4;ZF;F;19.04.2008;5;;silver15;o8p-y8;21.08.2008;NE;euthanized;FALSE
o9r5;ZF;M;07.07.2008;1;;r3p-r19o;s11p-yellow8;06.10.2008;End of Exp.;;FALSE
o9r6;ZF;F;17.10.2008;2;KU;p17r2;b13r4;;;;FALSE
o9r7;BF;;14.01.2009;7;A;;;;;;FALSE
orange16;ZF;F;;0;;;;01.11.2008;NE;has 2 rings (green018ch) Show girl.;FALSE
orange3;ZF;M;;0;;;;;;missing;FALSE
p10k-y1;ZF;F;11.10.2005;0;;yellow1;;16.02.2007;Given away;Given Away to Marianne;FALSE
p10o-s3k;ZF;M;07.08.2006;0;;s3k-y8;g1k;09.02.2007;End of Exp.;;FALSE
p10p;BF;;;0;A;;;;;Found in cage A on 25 Aug, 2009 - Janie;FALSE
p10p-s18o;ZF;M;08.02.2007;7;;s18o;orange16;16.05.2007;End of Exp.;;FALSE
p10r1;ZF;F;27.08.2007;2;;y7o-r16;purple16;01.11.2007;Given away;Given away to Johanna;FALSE
p10r10;ZF;M;05.10.2009;4;KO;o12r8;g19r2;;;Moritz;TRUE
p10r2;ZF;F;17.11.2007;1;;s20o-yellow20;p19k-o3;20.03.2009;NE;;FALSE
p10r4;ZF;F;14.05.2008;2;;g9r1;b4p-red11;21.08.2008;NE;euthanized;FALSE
p10r5;ZF;F;18.09.2008;4;;b14r4;o12r3;12.11.2009;End of Exp.;;FALSE
p10r6;ZF;M;17.10.2008;4;;b10r3;b11r2;01.10.2009;End of Exp.;;FALSE
p10r7;ZF;M;19.01.2009;3;;b14r4;o12r3;19.05.2009;End of Exp.;;FALSE
p10r8;ZF;M;12.07.2009;8;2O4;r7p1;p13r5;;;;FALSE
p11k-ch900;ZF;M;07.11.2005;0;;;;;Perished;in IS4 and IS1 as tutor. Did not entred in the database when I changed between IS1 and 4.;FALSE
p11o-r9k;ZF;F;11.08.2006;2;;r9k-s17;p8k;16.02.2007;Given away;Born in the small food box. Given Away to Marianne;FALSE
p11r1;ZF;M;17.08.2007;7;;red11;p3o-sb;03.12.2007;End of Exp.;;FALSE
p11r10;ZF;M;05.10.2009;4;KO;o12r8;g19r2;;;Moritz;TRUE
p11r2;ZF;F;10.11.2007;2;;red11;p3o-sb;26.05.2008;End of Exp.;;FALSE
p11-r3;BF;M;01.01.2007;0;;;;11.08.2008;NE;;FALSE
p11r4;ZF;M;14.05.2008;2;;g9r1;b4p-red11;22.09.2008;End of Exp.;reserved for Janie;FALSE
p11r5;ZF;M;18.09.2008;4;;b14r4;o12r3;07.07.2009;End of Exp.;Found in KM on 20 June 2009. - Janie;FALSE
p11r6;ZF;M;17.10.2008;4;;b10r3;b11r2;20.07.2009;End of Exp.;;FALSE
p11r7;ZF;M;10.01.2009;3;;b10r5;r2b-o3;09.09.2009;End of Exp.;;FALSE
p11r8;ZF;M;30.04.2009;0;;;;01.09.2009;End of Exp.;Bought from Qualipet on 31 Aug. 2009. Estimated age.;FALSE
p12o-r9k;ZF;M;11.08.2006;2;;r9k-s17;p8k;03.01.2008;End of Exp.;Born in the small food box.;FALSE
p12p-s17o;ZF;F;07.03.2007;5;;s17o;s8k-p11k;01.11.2007;Given away;Given away to Johanna;FALSE
p12r1;ZF;M;17.08.2007;7;;red11;p3o-sb;27.07.2008;NE;found dead in cage;FALSE
p12r10;ZF;M;05.10.2009;4;KO;o12r8;g19r2;;;Moritz;TRUE
p12r2;ZF;M;10.11.2007;2;;red11;p3o-sb;16.04.2008;End of Exp.;;FALSE
p12r4;ZF;F;14.05.2008;2;;g9r1;b4p-red11;30.12.2009;Perished;;FALSE
p12r5;ZF;M;14.09.2008;6;;k13r2;red5;09.06.2009;End of Exp.;Batch from M4 and M4B mixed, unsure if parents are correct // reserved for michael;FALSE
p12r6;ZF;;04.11.2008;1;;g2r1;r16o-r11;19.02.2009;End of Exp.;;FALSE
p12r7;ZF;M;17.01.2009;5;;b9r5;o8p-y8;25.05.2009;End of Exp.;;FALSE
p12r8;ZF;M;30.04.2009;0;;;;04.09.2009;End of Exp.;Bought from Qualipet on 31 Aug. 2009. Estimated age.;FALSE
p13o-r9k;ZF;F;11.08.2006;2;;r9k-s17;p8k;16.02.2007;Given away;Born in the small food box. Given Away to Marianne;FALSE
p13p-p14k;ZF;F;31.03.2007;2;;p14k-p2;purple8;24.07.2007;Given away;Given away to Johanna;FALSE
p13r1;ZF;F;17.08.2007;7;;red11;p3o-sb;01.11.2007;Given away;Given away to Johanna;FALSE
p13r10;ZF;M;05.10.2009;4;KO;o12r8;g19r2;;;Moritz;TRUE
p13r2;ZF;M;10.11.2007;2;;red11;p3o-sb;;;missing;FALSE
p13r3;ZF;M;09.03.2008;3;;r3p-r19o;s11p-yellow8;01.07.2008;End of Exp.;;FALSE
p13r4;ZF;F;23.05.2008;1;;r3p-r19o;s11p-yellow8;21.08.2008;NE;euthanized;FALSE
p13r5;ZF;F;14.09.2008;6;O4;k13r2;red5;;;Breeder. Batch from M4 and M4B mixed, unsure if parents are correct.;TRUE
p13r6;ZF;M;04.11.2008;1;;g2r1;r16o-r11;02.05.2009;Perished;;FALSE
p13r8;ZF;M;30.04.2009;0;IS10;;;;;Bought from Qualipet on 31 Aug. 2009. Estimated age.  Reserved for Pitch Shift exp. Goekchen;TRUE
p14b-r16;ZF;F;08.09.2006;3;;red16;green12;20.03.2009;NE;;FALSE
p14k;ZF;M;;0;A-UL;;;;;Found in KO on 20 June 2009, no record in database. -Janie;FALSE
p14k-p2;ZF;M;10.10.2005;0;;purple2;;05.12.2008;NE;Had two badly swolen and infected feet. Was killed. Moritz;FALSE
p14o-r9k;ZF;M;11.08.2006;2;;r9k-s17;p8k;09.02.2007;End of Exp.;Born in the small food box.;FALSE
p14r1;ZF;F;17.08.2007;7;;red11;p3o-sb;01.11.2007;Given away;Given away to Johanna;FALSE
p14r10;ZF;F;05.10.2009;4;?;o12r8;g19r2;;;;FALSE
p14r2;ZF;F;11.11.2007;3;;o18r1;r10br-o4k;08.07.2008;End of Exp.;5uL X, 5uL K, dead after 5 hours;FALSE
p14r3;ZF;F;09.03.2008;3;;r3p-r19o;s11p-yellow8;09.06.2008;Given away;Given away to Johanna on 09.06.08;FALSE
p14r4;ZF;F;23.05.2008;1;;r3p-r19o;s11p-yellow8;21.08.2008;NE;euthanized;FALSE
p14r5;ZF;M;15.09.2008;3;;k13r2;red5;08.12.2008;End of Exp.;Batch from M4 and M4B mixed, unsure if parents are correct;FALSE
p14r6;ZF;M;17.10.2008;4;;b10r3;b11r2;27.05.2009;End of Exp.;;FALSE
p14r7;ZF;M;17.01.2009;5;;b9r5;o8p-y8;25.06.2009;NE;Not found in KO on 20 June 2009. - Janie. Not found, presumed dead. (-janie, 25.june.2009).;FALSE
p14r8;ZF;M;30.04.2009;0;R3;;;;;michael, 29.11.09 : tplsm - Bought from Qualipet on 31 Aug. 2009. Estimated age.;TRUE
p15o-s3k;ZF;M;07.08.2006;0;;s3k-y8;g1k;13.11.2007;End of Exp.;Reserved by Claude. Don't use !!!;FALSE
p15p-r11;ZF;M;12.03.2007;3;;red11;purple16;23.07.2007;Given away;given to johanna;FALSE
p15r1;ZF;M;17.08.2007;7;;red11;p3o-sb;22.01.2008;End of Exp.;;FALSE
p15r10;ZF;M;02.10.2009;2;KO;b14r4;o19r5;;;white;FALSE
p15r2;ZF;F;11.11.2007;3;;o18r1;r10br-o4k;07.05.2008;End of Exp.;;FALSE
p15r3;ZF;F;09.03.2008;3;;r3p-r19o;s11p-yellow8;09.06.2008;Given away;Given away to Johanna on 09.06.08;FALSE
p15r4;ZF;F;23.05.2008;1;;r3p-r19o;s11p-yellow8;20.03.2009;NE;;FALSE
p15r5;ZF;F;15.09.2008;3;FJ8;k13r2;red5;;;Batch from M4 and M4B mixed, unsure if parents are correct;FALSE
p15r6;ZF;F;30.10.2008;4;E10;p5r5;r2s18;;;Found in R7 on 25 June 2009.;FALSE
p15r8;ZF;M;26.07.2009;3;U6;p2r5;b5r7;;;;FALSE
p16k-b3;ZF;M;13.01.2006;0;;blue3;;11.08.2006;End of Exp.;Nif lesion;FALSE
p16o-s3k;ZF;M;07.08.2006;0;;s3k-y8;g1k;21.07.2008;NE;swollen feet. Looks very bad!!;FALSE
p16p-r11;ZF;M;12.03.2007;3;;red11;purple16;08.09.2008;End of Exp.;;FALSE
p16r1;ZF;M;17.08.2007;7;;red11;p3o-sb;09.06.2008;End of Exp.;;FALSE
p16r10;ZF;M;03.10.2009;2;R0;g13r8;r2s20;;;michael - GECIP : CAG GCamP4;TRUE
p16r2;ZF;M;11.11.2007;3;;o18r1;r10br-o4k;08.05.2008;End of Exp.;bad song.;FALSE
p16r3;ZF;M;09.03.2008;3;;r3p-r19o;s11p-yellow8;16.10.2008;End of Exp.;not found in ZZ-M on 09.06.08 - found in KM on 19.06.2008, totally a male bird                                 Reserved for Janie;FALSE
p16r4;BF;;25.05.2008;1;A;v-v10;K-K-K209-15;;;;FALSE
p16r5;ZF;M;15.09.2008;3;;k13r2;red5;15.12.2008;End of Exp.;Batch from M4 and M4B mixed, unsure if parents are correct;FALSE
p16r5-michi;ZF;M;;0;;;;23.06.2009;End of Exp.;this bird should already be dead so I made this dbbird to track it further;FALSE
p16r6;ZF;M;30.10.2008;0;;p5r5;r2s18;18.05.2009;End of Exp.;;FALSE
p16r8;ZF;M;07.08.2009;5;;o1r1;r2y1;16.12.2009;End of Exp.;;FALSE
p17k-y6;ZF;M;02.01.2006;0;;yellow6;;09.01.2007;End of Exp.;the k ring is lost Katja;FALSE
p17o-silver2;ZF;M;14.08.2006;2;;silver2;p6k-y8;14.06.2007;;;FALSE
p17p-p14k;ZF;M;31.03.2007;2;;p14k-p2;purple8;03.09.2007;End of Exp.;;FALSE
p17r1;ZF;F;05.08.2007;1;;r3p-r19o;r16o-r11;25.10.2007;End of Exp.;;FALSE
p17r10;ZF;F;03.10.2009;2;E7;g13r8;r2s20;;;;FALSE
p17r2;ZF;M;02.12.2007;4;;y5o-s3k;purple17;18.06.2009;End of Exp.;This bird was found in another cage (not U6) - not 100% about its identity and age. Reserved for Janie.;FALSE
p17r4;BF;M;25.05.2008;1;;v-v10;K-K-K209-15;27.11.2009;End of Exp.;the 7 is hardly readable on the purple ring. (Expected Exp. End Date: 14.11.2009, Claude);TRUE
p17r5;ZF;M;14.09.2008;6;;k9r2;purple8;14.01.2009;Surgery;Batch from M4 and M4B mixed, unsure if parents are correct;FALSE
p17r6;ZF;F;30.10.2008;4;;p5r5;r2s18;09.01.2009;NE;;FALSE
p17r8;ZF;F;07.08.2009;5;;o1r1;r2y1;06.11.2009;NE;;FALSE
p18k-s6;ZF;M;10.01.2006;0;;silver6;green9;09.02.2007;End of Exp.;Georg - DO NOT USE! Strange song, very long ISI - recovered song and sings normally now.;FALSE
p18o-r16;ZF;F;08.09.2006;3;;red16;green12;16.02.2007;Given away;Given Away to Marianne;FALSE
p18p-r11;ZF;M;12.03.2007;3;;red11;purple16;23.07.2007;Given away;given to johanna;FALSE
p18r1;ZF;M;05.08.2007;1;;r3p-r19o;r16o-r11;;;missing;FALSE
p18r10;ZF;F;03.10.2009;2;E9;g13r8;r2s20;18.12.2009;End of Exp.;;FALSE
p18r3;ZF;M;24.11.2007;5;;g7r1;orange16;22.02.2008;End of Exp.;;FALSE
p18r4;ZF;F;01.06.2008;6;;r3s3;k12r2;;;bird is missing in cage on June 15, 2009, michael;FALSE
p18r5;ZF;M;14.09.2008;6;;k9r2;purple8;16.12.2008;End of Exp.;Batch from M4 and M4B mixed, unsure if parents are correct;FALSE
p18r6;ZF;F;30.10.2008;4;;p5r5;r2s18;;;bird is missing in cage on June 15, 2009, michael;FALSE
p18r8;ZF;F;26.07.2009;3;O6;p2r5;b5r7;;;;FALSE
p19k-o3;ZF;F;11.10.2005;0;;orange3;;14.03.2008;NE;very long beak, kill asap? Done! Moritz;FALSE
p19p-b3k;ZF;M;24.03.2007;5;;b3k;green9;27.06.2007;End of Exp.;;FALSE
p19r1;ZF;F;05.08.2007;1;;r3p-r19o;r16o-r11;09.06.2008;Given away;Given away to Johanna on 09.06.08;FALSE
p19r10;ZF;F;26.10.2009;0;KU;p7r8k;k10r7;;;;FALSE
p19r3;ZF;M;24.11.2007;5;;g7r1;orange16;09.06.2008;Given away;Given away to Johanna on 09.06.08;FALSE
p19r4;ZF;F;01.06.2008;6;;r3s3;k12r2;;;bird is missing in cage on June 15, 2009, michael;FALSE
p19r5;ZF;M;14.09.2008;6;;k9r2;purple8;14.01.2009;Surgery;Batch from M4 and M4B mixed, unsure if parents are correct;FALSE
p19r6;ZF;M;17.10.2008;4;;b10r3;b11r2;17.02.2009;End of Exp.;;FALSE
p19r8;ZF;M;26.07.2009;3;;p2r5;b5r7;06.10.2009;End of Exp.;;FALSE
p1k;ZF;F;02.09.2005;0;;;;16.02.2007;Given away;Given Away to Marianne;FALSE
p1o-b3k;ZF;F;01.04.2006;0;;b3k;blue3;05.12.2006;NE;Show Girl;FALSE
p1p-s14k;ZF;F;14.02.2007;3;;s14k-r16;p3o-sb;24.07.2007;Given away;Given away to Johanna;FALSE
p1r1;ZF;M;04.08.2007;1;;silvergreen8;green16;23.01.2008;End of Exp.;;FALSE
p1r10;ZF;F;15.09.2009;3;;b7r7;r6s10;23.11.2009;Given away;;FALSE
p1r11;ZF;M;26.11.2009;4;KO;o12r8;g19r2;;;;FALSE
p1r3;ZF;F;28.01.2008;4;;p16p-r11;green10;09.06.2008;Given away;Given away to Johanna on 09.06.08;FALSE
p1r5;ZF;M;;0;;;;30.08.2009;End of Exp.;bought from breader, 3rd Oct 2008, Reserved for Janie;FALSE
p1r6;ZF;M;02.10.2008;6;;b13r3;p3o-sb;04.06.2009;End of Exp.;;FALSE
p1r8;ZF;M;22.06.2009;4;;b14r3;r6s13;20.08.2009;Surgery;;FALSE
p1s1;ZF;M;19.02.2009;3;;b14r3;o6r5;23.06.2009;NE;Subsong at day 70, perhaps younger..;FALSE
p20k-sg8;ZF;M;03.03.2006;0;;silvergreen8;purple5;14.07.2006;End of Exp.;;FALSE
p20o-o4k;ZF;M;28.04.2006;0;;o4k-p2;green13;22.05.2007;End of Exp.;;FALSE
p20p-b3k;ZF;M;24.03.2007;5;;b3k;green9;01.11.2007;Given away;Given away to Johanna;FALSE
p20r1;ZF;M;05.08.2007;1;;o4k-p2;green13;01.11.2007;Given away;Given away to Johanna;FALSE
p20r10;ZF;M;02.10.2009;0;KO;g12r2;g4r7;;;;FALSE
p20r3;ZF;F;24.11.2007;5;;g7r1;orange16;16.01.2009;NE;bird was sick.;FALSE
p20r4;ZF;F;01.06.2008;6;;r3s3;k12r2;21.08.2008;NE;euthanized;FALSE
p20r5;ZF;F;18.09.2008;4;;b11r3;o8r3;09.01.2009;NE;;FALSE
p20r6;ZF;M;17.10.2008;4;;b10r3;b11r2;26.05.2009;End of Exp.;;FALSE
p20r8;ZF;M;30.04.2009;0;A-UL;;;;;Breeder. Bought from Qualipet on 31 Aug. 2009. Estimated age.;TRUE
p2o-g14k;ZF;M;10.05.2006;2;;g14k;orange16;29.03.2007;End of Exp.;Reserved by Claude.;FALSE
p2p-s14k;ZF;M;14.02.2007;3;;s14k-r16;p3o-sb;05.10.2007;End of Exp.;Reserved by Aymeric;FALSE
p2r1;ZF;M;04.08.2007;1;;silvergreen8;green16;16.04.2008;End of Exp.;;FALSE
p2r10;ZF;M;12.09.2009;3;KO;purple050;o18r7;;;;FALSE
p2r2;ZF;F;27.10.2007;5;;b8o-p11k;s13p-yellow8;09.06.2008;Given away;Given away to Johanna on 09.06.08;FALSE
p2r3;ZF;F;28.01.2008;4;;p16p-r11;green10;09.06.2008;Given away;Given away to Johanna on 09.06.08;FALSE
p2r5;ZF;M;;0;M1;;;;;Breeder. bought from breeder, 3rd Oct 2008. Reserved by Claude and Richard for HVC Stim. Exp. (23.11.2009).;TRUE
p2r6;ZF;F;02.10.2008;6;;b13r3;p3o-sb;07.09.2009;End of Exp.;;FALSE
p2r8;ZF;M;22.06.2009;4;;b14r3;r6s13;04.09.2009;End of Exp.;;FALSE
p2s2;ZF;M;19.02.2009;3;R2;b14r3;o6r5;;;did not sing at all..;FALSE
p3o-sb;ZF;F;17.05.2006;2;2O2;silverblack;purple17;;;;FALSE
p3p-s14k;ZF;F;14.02.2007;3;;s14k-r16;p3o-sb;09.06.2008;Given away;Given away to Johanna on 09.06.08;FALSE
p3r1;ZF;M;17.07.2007;3;;g1o-g14k;g15p-purple20;15.01.2008;End of Exp.;;FALSE
p3r10;ZF;M;15.09.2009;3;R0;b7r7;r6s10;;;michael - GECIP YC3.60;TRUE
p3r2;ZF;M;15.10.2007;2;;y13k-s17;r14w-silver17;10.09.2008;End of Exp.;;FALSE
p3r3;ZF;F;28.01.2008;4;;p16p-r11;green10;09.06.2008;Given away;Given away to Johanna on 09.06.08;FALSE
p3r5;ZF;M;;0;;;;23.10.2008;End of Exp.;DO NOT USE for breeding! Bought from breader, 3rd Oct 2008;FALSE
p3r6;ZF;M;02.10.2008;6;A-UL;b13r3;p3o-sb;;;;FALSE
p3r7;ZF;F;10.01.2009;3;R4;b10r5;r2b-o3;;;alessandro;TRUE
p3r8;ZF;M;22.06.2009;4;;b14r3;r6s13;;End of Exp.;;FALSE
p4o-sb;ZF;M;15.05.2006;2;;silverblack;purple17;28.12.2006;End of Exp.;;FALSE
p4p-s18o;ZF;M;08.02.2007;2;;s18o;orange16;08.05.2007;Given away;Aymeric - contact me when you take this bird;FALSE
p4r1;ZF;M;04.08.2007;1;;silvergreen8;green16;11.07.2008;End of Exp.;;FALSE
p4r10;ZF;F;15.09.2009;3;;b7r7;r6s10;23.11.2009;Given away;;FALSE
p4r2;ZF;M;15.10.2007;2;;y13k-s17;r14w-silver17;05.08.2008;End of Exp.;;FALSE
p4r3;ZF;F;28.01.2008;4;;p16p-r11;green10;09.06.2008;Given away;Given away to Johanna on 09.06.08;FALSE
p4r5;ZF;M;;0;;;;11.03.2009;End of Exp.;bought from breader, 3rd Oct 2008;FALSE
p4r6;ZF;F;21.10.2008;4;;g12r2;r8p-s19o;09.01.2009;NE;;FALSE
p4r7;ZF;F;19.01.2009;4;KU;g12r2;r8p-s19o;;;;FALSE
p4r8;ZF;F;12.07.2009;8;KU;r7p1;p13r5;;;;FALSE
p5k-y8;ZF;F;02.10.2005;0;;yellow8;;16.02.2007;Given away;Given Away to Marianne;FALSE
p5o-sb;ZF;M;15.05.2006;2;;silverblack;purple17;04.08.2006;End of Exp.;;FALSE
p5p-s14k;ZF;M;14.02.2007;3;;s18o;orange16;07.05.2007;End of Exp.;;FALSE
p5r1;ZF;F;30.07.2007;1;;yellow20;blue2;01.11.2007;Given away;Given away to Johanna;FALSE
p5r10;ZF;F;15.09.2009;3;;b7r7;r6s10;23.11.2009;Given away;;FALSE
p5r2;ZF;M;15.10.2007;2;;y13k-s17;r14w-silver17;23.04.2008;End of Exp.;;FALSE
p5r3;ZF;M;28.01.2008;4;U1;p16p-r11;green10;;;TUTOR  reserved for Sandras Experiment. Can be transferred, but must remain foundable.  Ask Richard, before planing something with this bird.;TRUE
p5r5;ZF;M;;0;;;;11.05.2009;Surgery;bought from breader, 3rd Oct 2008;FALSE
p5r6;ZF;F;21.10.2008;4;;g12r2;r8p-s19o;09.01.2009;NE;;FALSE
p5r7;ZF;F;19.01.2009;4;U5;g12r2;r8p-s19o;;;;FALSE
p5r8;ZF;M;12.07.2009;8;;r7p1;p13r5;13.11.2009;End of Exp.;michael, 4.11.09 - song recorded, waiting for tplsm;TRUE
p6k-y8;ZF;F;03.10.2005;0;;;;17.11.2007;NE;swollen left foot, unable to stand.;FALSE
p6o-sb;ZF;M;15.05.2006;2;;silverblack;purple17;23.03.2007;End of Exp.;Reserved by Claude.;FALSE
p6p-s18o;ZF;F;08.02.2007;2;;s18o;orange16;28.05.2007;End of Exp.;;FALSE
p6r1;ZF;F;30.07.2007;1;;yellow20;blue2;01.11.2007;Given away;Given away to Johanna;FALSE
p6r2;ZF;F;20.11.2007;0;;g3r1;purple8;16.01.2009;NE;Due to reading mistake, was coupled as p9r2. beak grew too long, bird was sick.;FALSE
p6r3;ZF;F;29.01.2008;2;;r3p-r19o;s11p-yellow8;09.06.2008;Given away;Given away to Johanna on 09.06.08;FALSE
p6r4;ZF;M;10.06.2008;2;;o19r2;r2s20;29.06.2009;End of Exp.;;FALSE
p6r5;ZF;M;;0;;;;24.10.2008;NE;DO NOT USE for breeding! Bought from breader, 3rd Oct 2008. This bird does not sing in 8 days of ISO recording <janie>. Bird died during health observation.;FALSE
p7k;ZF;F;03.10.2005;0;;;;16.02.2007;Given away;Given Away to Marianne;FALSE
p7o-y13k;ZF;F;28.05.2006;0;;y13k-s17;p19k-o3;06.10.2006;NE;;FALSE
p7p-s18o;ZF;F;08.02.2007;7;;s18o;orange16;08.05.2007;End of Exp.;Aymeric - contact me when you catch the bird with ring p7p;FALSE
p7r1;ZF;F;17.07.2007;3;;g1o-g14k;g15p-purple20;01.11.2007;Given away;Given away to Johanna;FALSE
p7r10;ZF;M;02.10.2009;2;KM;b14r4;o19r5;;;;FALSE
p7r2;ZF;M;30.10.2007;1;;p11k-ch900;b20o-ch900;01.02.2008;End of Exp.;;FALSE
p7r3;ZF;F;29.01.2008;2;;r3p-r19o;s11p-yellow8;21.08.2008;NE;euthanized;FALSE
p7r4;ZF;M;10.06.2008;2;;o19r2;r2s20;19.08.2008;End of Exp.;;FALSE
p7r5;ZF;M;18.09.2008;4;;b14r4;o12r3;11.12.2008;End of Exp.;;FALSE
p7r6;ZF;M;21.10.2008;4;;g12r2;r8p-s19o;06.11.2009;End of Exp.;Reserved for Janie;FALSE
p7r7;ZF;M;19.01.2009;4;;g12r2;r8p-s19o;08.04.2009;End of Exp.;;FALSE
